tkr,sig_date,entry_date,entry,trig,gap_pct,stop0,stop_pct,sh,notional_pct,risk_pct,adv_cr,rank,half_date,half_px,exit_date,exit_px,reason,held,R,final_stop,half_done,engine,slope66_pct,dist_to_44sma_pct,atr_pct,regime_ok,days_to_fill,mae_pct,mfe_pct,max_1d_move_in_trade_pct,zero_vol_days,exit_day_open,gap_through_stop,gross_ret_pct,src
SJVN,2024-02-13,2024-02-14,109.0536851388779,109.0536851388779,-6.935175143800487,62.82795453558341,73.57510035936943,580.1649074475,4.718310937030628,2.0,1090.3578479816258,6,,,2024-02-29,111.49998639181239,stop,11,0.05292076990471931,111.49998639181239,False,B,49.38913029425278,1.847059418126129,11.181391288775872,True,1,-8.556359596962238,12.916256575022288,4.813276556793909,0,114.79498995331869,False,2.2432082417198185,pinned
MCX,2024-01-24,2024-01-25,634.176124429018,634.176124429018,-0.0951967881404836,535.2154661440612,18.48987268583904,270.44664014378685,12.816732132134984,2.0,160.7929926598755,44,,,2024-03-05,723.5517336617687,stop,27,0.9031428325324388,723.5517336617687,False,B,73.8459109370441,0.5797423354054754,3.928928671605981,True,1,-2.4201341742428495,25.18888124439087,8.902321230343386,0,737.8064320609884,False,14.093184178641248,pinned
BORORENEW,2024-02-13,2024-02-14,552.6520755615234,552.6520755615234,-2.678375895095686,392.53490587052863,40.790555768766936,167.4932598977968,6.9030957345557615,2.0,171.74869820202147,23,,,2024-03-13,509.68981219482424,stop,19,-0.2683176541879343,509.68981219482424,False,B,19.28919589814191,7.048771226749984,7.411459772669337,True,1,-13.146078477621758,9.25499323954886,6.500368508803178,0,516.0,False,-7.773835522656314,pinned
NLCINDIA,2024-02-13,2024-02-15,238.90833077566353,238.90833077566353,-4.128130927584506,162.9787952263745,46.58859788712042,352.9717474752945,6.2928958816185085,2.0,200.50420235151648,13,,,2024-03-13,210.15224387045265,stop,18,-0.37872070067574826,210.15224387045265,False,B,74.46649134321042,3.234580592967662,8.170863617725306,True,2,-20.295688353247165,6.488523328922846,8.591455235635305,0,214.08965775410718,False,-12.036452145410125,pinned
NMDC,2024-02-29,2024-03-01,70.38847303174855,70.38847303174855,-1.057121464772759,59.89046288915129,17.528684261511863,2571.2505916105156,13.409869503961842,2.0,600.011206290431,47,,,2024-03-13,67.69309223881888,stop,7,-0.25675158971248796,67.69309223881888,False,B,43.47343983198686,3.0117911331196012,3.793456973474897,True,1,-11.49963495077061,6.6877371675317265,8.076062609899026,0,68.29682519958472,False,-3.829292889638225,pinned
PNB,2024-04-03,2024-04-04,127.91611363564355,127.71703649192602,0.15587360088027413,111.2812169455714,14.948521544483494,1614.8016683589929,15.379249540153136,2.0,554.035636876881,40,,,2024-04-15,122.38015503469502,stop,6,-0.33279188347784805,122.38015503469502,False,B,54.359497717109015,9.144975414106105,3.2968397353992227,True,1,-5.691360398126621,0.9120766641521616,2.8679320616950865,0,123.38933673151527,False,-4.327803936193031,pinned
NCC,2024-03-21,2024-03-26,237.608670095544,237.608670095544,-1.9207744948146033,172.55078620368124,37.703614873749444,408.2440152655449,7.304531161526554,2.0,240.80425021284088,49,,,2024-04-19,238.50920711308876,stop,15,0.013842088977895578,238.50920711308876,False,B,41.242162009876296,4.786077767175612,6.968827960636985,True,2,-4.403787074554366,15.067201340332259,7.693879285285286,0,236.04384780352666,True,0.37900006644651096,pinned
MEDANTA,2024-03-27,2024-03-28,1351.5135585682935,1349.8631527369519,0.12226467757086024,1095.573473300095,23.36128899664336,103.67321127310572,10.56117143316607,2.0,69.2045073512439,48,,,2024-05-03,1388.1103479912738,stop,22,0.1429896742615781,1388.1103479912738,False,B,46.41043694648583,5.177584785889455,4.776185490726969,True,1,-4.933428341115009,11.760351523618496,3.1572955790246944,0,1436.4829675960068,False,2.707837386533396,pinned
MRPL,2024-04-24,2024-04-25,246.24549596683985,246.24549596683985,-1.1827782009970478,196.0468690084932,25.60542140368074,547.0345073839022,9.810845869197463,2.0000000000000004,132.4360475130693,13,,,2024-05-07,208.99217694406047,stop,7,-0.7421182864959849,208.99217694406047,False,B,82.51139335997415,8.06689943308012,5.2040601902808294,True,1,-15.732674854172114,2.3414843451684986,8.92643733395403,0,224.13393565941408,False,-15.128528088000447,pinned
COLPAL,2024-04-15,2024-04-16,2546.018708449083,2546.018708449083,-0.6968558572399974,2267.017455313964,12.306974191183695,97.11101262989409,18.250948193526987,2.0,124.91365731288819,43,,,2024-05-15,2608.1460006482407,stop,19,0.22267746650252385,2608.1460006482407,False,B,14.737471085002007,2.09395085206181,2.7552997900798624,True,1,-2.2515383153641544,10.126475736683883,5.22702687481532,0,2675.149720031443,False,2.4401742215399036,pinned
HINDCOPPER,2024-03-26,2024-03-27,283.2965584141897,283.2965584141897,-0.7291790829058731,222.87483376534115,27.110160276087946,439.7976146199903,9.377307915674947,2.0,319.3145589881953,34,2024-05-22,404.14000771188677,2024-05-30,358.37273029371505,stop,41,1.6212680316214385,358.37273029371505,True,B,67.0777711112281,4.761011482479405,5.39780077286671,True,1,-4.452508172792891,45.36644203806948,11.436797212731982,0,369.42805200973845,False,26.500912083005712,pinned
OFSS,2024-04-26,2024-04-29,6825.313783604577,6773.630207174043,0.763011484975884,5798.545104294097,17.707350048033767,27.006531056770626,13.294744806957048,2.0,224.6282641335767,5,,,2024-05-30,6926.666566917519,stop,21,0.09871043532512573,6926.666566917519,False,A,91.63997058012967,-7.763383628564546,3.8107907941994403,True,1,-2.7667984189723382,8.503935053347323,2.2563585075185912,0,7002.88980802003,False,1.4849541944343514,pinned
ZYDUSLIFE,2024-05-02,2024-05-03,980.7411065941644,979.3031880653781,0.14683078195905086,871.3495060451361,12.554273548111915,253.3589041836108,17.930830185716225,2.0,134.4933054365869,30,,,2024-06-04,950.7454313257105,stop,21,-0.274204556089388,950.7454313257105,False,B,44.419324377978796,1.955996584568842,2.806697592336799,True,1,-6.098843332518877,17.904374352315557,4.202191876708177,0,1034.5391845591025,False,-3.058470279951908,pinned
ONGC,2024-05-16,2024-05-17,251.91078020883083,251.91078020883083,-0.29659647726864025,223.261939257634,12.831941282269966,950.7407910087998,17.586106232915995,2.0,379.5779280777303,46,,,2024-06-04,235.8378894848297,stop,11,-0.5610310990026166,235.8378894848297,False,B,26.158959810725225,2.1126156598449963,2.863422323616098,True,1,-20.251584415697454,2.4749205822980125,16.825061501496823,0,256.74903108627916,False,-6.380390196353214,pinned
EIHOTEL,2024-05-31,2024-06-03,441.036499673901,437.30138379157455,0.8541285302922086,361.78349365788716,21.90619732666901,337.65221353554205,11.12983650323081,2.0,31.945629550808107,21,,,2024-06-05,409.48584862664205,stop,2,-0.39810037036177326,409.48584862664205,False,A,51.3390615963002,-7.752462877371502,4.621497783273328,True,1,-15.011267674693807,0.09008871542441899,3.2682120123222336,0,405.72378430055596,True,-7.153750555926153,pinned
DATAPATTNS,2024-06-14,2024-06-18,2960.062270048411,2952.962643529903,0.24042385141795908,2289.3042693624097,29.299643986284664,39.18801845003843,8.826021507074326,2.0,201.35877761927122,23,,,2024-07-18,3132.1428984174445,stop,21,0.25654651631891434,3132.1428984174445,False,B,40.28958457918399,2.0540262340846605,5.739927453707782,True,1,-3.7647152607263368,22.85713582158211,6.6264130035100095,0,3290.3453293415055,False,5.8134124444017,pinned
VEDL,2024-06-26,2024-06-28,388.8828610104507,388.8828610104507,-0.6029260439055273,322.30177793829006,20.657994348671792,395.18954541646286,11.681481978566763,2.0,859.9547257163607,26,,,2024-07-19,383.5894382498929,stop,14,-0.0795034042149898,383.5894382498929,False,B,63.17716612479693,2.6013764472232914,4.330593161934924,True,2,-2.078456618058977,7.221853290457947,2.569782156900345,0,393.8411987454902,False,-1.3611869514649433,pinned
LINDEINDIA,2024-07-04,2024-07-08,9243.275981680621,9243.275981680621,-2.4181467248078237,7595.1198195588495,21.700199618674375,16.25191948138331,11.216505078961923,1.9999999999999998,151.84618872576416,34,,,2024-07-19,8084.177367596674,stop,8,-0.7032698968232287,8084.177367596674,False,B,48.38366039542454,5.302149572970127,4.559113841197691,True,2,-12.629196798701624,0.6333079135213859,4.075968029007684,0,8370.8361302139,False,-12.539911351572542,pinned
KPIL,2024-07-02,2024-07-03,1215.0242884538875,1215.0242884538875,-0.3693888443999538,1014.5966280724898,19.754418143707618,131.90759724608165,12.124317433449995,2.0,88.30057136159179,33,,,2024-07-23,1283.570198427784,stop,13,0.34199825435001874,1283.570198427784,False,B,30.51823154055471,1.8122054429296819,4.166039678469406,True,1,-1.888345348585363,16.604558390558832,3.6359996990504357,0,1302.814631799345,False,5.64152590407232,pinned
SCHAEFFLER,2024-07-24,2024-07-26,4102.109741664339,4102.109741664339,-1.8333501716150002,3368.7560348616844,21.769273263291232,35.64610668286964,11.187261218189267,2.0,117.33032284721801,31,,,2024-08-05,3728.8051909393944,stop,6,-0.5090375179973021,3728.8051909393944,False,A,48.94681645805174,-6.398527429983858,4.517641628978765,True,2,-9.253875785548459,2.7699997868942727,3.905394367514625,0,3845.740071629557,False,-9.100306287112748,pinned
POWERINDIA,2024-08-01,2024-08-02,12545.388608652838,12545.388608652838,-1.2852355580338148,9886.787612557277,26.89044308708375,9.82880849627579,9.437586630770902,2.0,78.62600493053223,31,,,2024-08-06,11491.313253947967,stop,2,-0.3964774542147894,11491.313253947967,False,B,71.45944893012526,5.081754793951654,5.366920641868584,True,1,-13.924794114845662,0.9579787788255967,5.852832502190807,0,11581.815869065382,False,-8.402094088802093,pinned
EMAMILTD,2024-08-06,2024-08-07,756.8061777531261,756.8061777531261,-1.5359393286445866,622.6683604126054,21.54241741970566,191.21607633837525,11.284009129683486,2.0,109.95349742527192,19,,,2024-08-20,765.0943226915898,stop,8,0.061788279418797276,765.0943226915898,False,B,66.40518860387326,3.566986657356397,4.508023642896183,True,1,-3.569270505158051,7.004044448139646,2.4932501779617167,0,783.8453545489857,False,1.0951476325246512,pinned
MAZDOCK,2024-08-14,2024-08-16,2509.4465652039153,2500.627586800405,0.3526706035741345,1929.7462903573623,30.04023263281934,44.351117356330796,8.657738055646663,2.0,1149.68305277281,1,,,2024-08-20,2300.6308482323298,stop,2,-0.36021324472695687,2300.6308482323298,False,B,126.00890212603284,4.261152331026352,5.892451836698806,True,1,-16.058821334015573,0.7843137254901933,8.999419579280566,0,2306.993237427364,False,-8.321186028307292,pinned
HINDZINC,2024-08-26,2024-08-27,493.0571869114753,491.6447998755219,0.2872779364921474,396.46971798674167,24.36187798029095,263.7777274670804,10.209547727059563,1.9999999999999998,244.21948137478762,2,,,2024-09-09,462.7454177678191,stop,9,-0.31382714011562746,462.7454177678191,False,A,55.589943064867796,-15.040591842035166,4.92427054749004,True,1,-6.8447100035012305,1.2429332553554717,2.8850846106007992,0,466.7714175265481,False,-6.147718753179521,pinned
SUPRAJIT,2024-09-10,2024-09-11,550.3518689804481,550.3518689804481,-0.36000281810782964,461.19931209818424,19.330591903242976,283.8800843006569,12.34629467121735,2.0,50.17352620863739,18,,,2024-09-20,510.84062112704186,stop,7,-0.44318692850935687,510.84062112704186,False,B,26.714272070191882,4.055861588642862,4.078747456315066,True,1,-9.150380776917311,0.3933530855330547,1.8024720774868483,0,518.0562810192412,False,-7.179270223357759,pinned
MINDACORP,2024-09-20,2024-09-23,578.3893258690692,578.3893258690692,-4.233691089295311,478.397018361095,20.9015323403416,250.753901074238,11.568676436893776,2.0,92.09437622438294,11,,,2024-10-16,549.8150710342277,stop,16,-0.2857645307621568,549.8150710342277,False,B,26.565613721612014,4.877104926987497,4.484052760785766,True,1,-6.033620086690339,7.444270790582563,5.774871428518611,0,562.2704227364026,False,-4.940315036399889,pinned
DEEPAKFERT,2024-09-18,2024-09-23,1030.2089685604662,1030.2089685604662,-5.839180612473571,839.992213927517,22.645061642126496,131.81520856783746,10.83194769617854,2.0000000000000004,120.87949145865358,15,,,2024-10-17,1021.2569277322887,stop,17,-0.0470623150176852,1021.2569277322887,False,B,73.09592686789111,4.961065786641683,4.700401163653486,True,3,-6.031935616337503,12.16894714874206,4.091864630250281,0,1057.1295266154912,False,-0.8689538823066667,pinned
ERIS,2024-09-30,2024-10-01,1335.5588916642653,1335.5588916642653,-1.3070098749954906,1125.3977189977122,18.674391205779607,119.96005470097091,12.709853820460893,2.0,49.35156041529175,28,,,2024-10-22,1289.4158698881993,stop,14,-0.2195601651370573,1289.4158698881993,False,B,39.0117417938032,3.0665761254415225,3.98605323035561,True,1,-7.4054302328850135,6.702040066261894,4.142042578940299,0,1320.377870369065,False,-3.4549597224100226,pinned
GRANULES,2024-09-27,2024-09-30,562.8433180354339,562.8433180354339,-1.5966342276183432,463.8777885330094,21.334397108212077,255.14138895082942,11.37453254411467,2.0,374.83714911977785,5,,,2024-10-25,535.7741351111613,stop,18,-0.2735213266717219,535.7741351111613,False,A,46.93404087475561,-12.687074998683823,4.462690333667138,True,1,-5.900836024664646,8.738778782889579,5.941090126438253,0,558.29323254011,False,-4.809363824155488,pinned
REDINGTON,2025-04-23,2025-04-24,235.00985903003854,235.00985903003854,-0.9323987970733305,185.8512829257859,26.45049059138462,500.536675829488,9.561296426960919,2.0,150.8236740785113,41,,,2025-05-09,238.01932243869908,stop,10,0.06121949916283667,238.01932243869908,False,B,16.091944525347103,1.7933401742927124,5.276639114227246,True,1,-1.2196126067131718,10.22310333650882,4.787881343204614,0,235.32288623252992,True,1.2805690029693118,pinned
INDIGO,2025-05-27,2025-05-28,5326.998045592581,5324.330192900454,0.05010682274522171,4625.665069114093,15.161776004089432,35.302357015461624,15.191066794949085,2.0,1315.5247131111353,14,,,2025-06-13,5216.453997371221,stop,12,-0.15761992082052145,5216.453997371221,False,B,22.29981371009142,0.4425042427401715,3.305345761987345,True,1,-2.998506782234711,7.365064405626143,3.9167362540691886,0,5191.227157865355,True,-2.075165924132849,pinned
GODREJAGRO,2025-05-06,2025-05-09,699.2169717876862,699.2169717876862,-6.42304366416081,563.4014587811923,24.106347417045026,181.66209925232212,10.29657005020117,2.0,45.32787546787354,33,,,2025-06-19,747.4600174569223,stop,29,0.35521012733596447,747.4600174569223,False,A,0.7067116117740024,-6.935034169877385,4.932975607320477,True,3,-6.430099026936009,16.72419789916011,3.7826138747360267,0,754.0802031556445,False,6.899581619978878,pinned
BERGEPAINT,2025-05-14,2025-05-15,561.9934370601428,561.9934370601428,-0.6655070820846043,495.36516358596367,13.450334898775473,370.44331709535385,16.869518231713915,2.0,43.624287911553346,23,,,2025-06-19,540.8748807933478,stop,25,-0.3169608811037143,540.8748807933478,False,B,13.213716946712628,5.022381662328912,3.032617888542164,True,1,-4.200542870635604,4.018414305212148,3.244634500926264,0,552.243673806827,False,-3.7577941082851174,pinned
GLAXO,2025-05-21,2025-05-22,2901.653978098235,2901.653978098235,-1.4003661748728802,2428.7424736689827,19.471455271865356,52.00660905463127,12.271445929826495,2.0,86.40978373026002,22,,,2025-06-19,3150.858993865712,stop,20,0.5269590894563623,3150.858993865712,False,B,30.28024269786527,5.821625467461522,4.115612294683613,True,1,-2.3989390726522064,18.154249461777503,7.376053890754944,0,3169.323186651814,False,8.588378133591522,pinned
NH,2025-06-13,2025-06-16,1928.389296156106,1928.389296156106,-0.4620435555969693,1702.8142427124146,13.247190902301398,111.47168980510614,17.09754041253038,2.0,87.46214270184997,46,,,2025-07-08,1966.7945404132975,stop,16,0.1702548383382222,1966.7945404132975,False,B,30.134365492148806,7.761881865033415,2.954865699048653,True,1,-3.9438046652600534,22.62207227287709,9.159301081030806,0,1985.324326260288,False,1.9915711176029305,pinned
GODFRYPHLP,2025-06-26,2025-06-27,2882.289778895032,2882.289778895032,-0.374404403930495,2491.7353402360795,15.673993636176053,64.16516061633212,14.759989868720758,1.9999999999999998,57.2080778261975,4,,,2025-07-24,3011.8934626548344,stop,19,0.3318453739888926,3011.8934626548344,False,B,61.11007333138445,2.734328073332648,3.443358573292839,True,1,-6.911267588202829,12.413350640515098,7.730758141575316,0,3108.207555000536,False,4.496552869485848,pinned
NUVAMA,2025-07-07,2025-07-08,1489.0522673011021,1489.0522673011021,-0.5677737980424036,1194.5131096379928,24.657674770297987,84.12348924577354,10.11106488600924,2.0,146.5110294007324,24,,,2025-07-25,1467.746335923051,stop,13,-0.07233649864110978,1467.746335923051,False,B,29.33577779585781,5.572924330222451,5.004157394892063,True,1,-4.040557358030794,4.051623876075494,5.420014963683478,0,1517.100002239178,False,-1.4308383826356907,pinned
JMFINANCIL,2025-10-06,2025-10-09,173.42548783573525,173.17911903127526,0.14226241930213046,145.60766263500267,19.10464373737255,896.3106653052425,12.468658968434966,2.0,79.26276425115432,27,,,2025-10-27,165.32114561407502,stop,11,-0.29133629833315666,165.32114561407502,False,B,36.91397535336838,0.4094398007586264,4.056362102781279,True,3,-4.954456501773219,2.631867576295943,3.997191567046438,0,167.99312961289908,False,-4.67309754915407,pinned
ENDURANCE,2025-10-16,2025-10-17,2960.7578488769527,2960.7578488769527,-0.3093042959989578,2571.3919907236286,15.142221005508794,63.61878543991479,15.20810202989636,2.0,48.89724843058227,49,,,2025-10-29,2893.8032512207033,stop,7,-0.17195806014887968,2893.8032512207033,False,B,15.018453033973799,2.6075345337373212,3.3194020302926166,True,1,-5.0243166266832,0.987657640902273,2.9389652598948,0,2947.89990234375,False,-2.2614006640781503,pinned
DELHIVERY,2025-10-07,2025-10-09,471.47099999999995,471.47099999999995,-0.8846805438788796,420.8972661666818,12.01569549118673,493.0111250078858,18.64489584865862,2.0,140.30145528349718,21,,,2025-11-06,461.8376878051758,stop,18,-0.19048054127412867,461.8376878051758,False,B,32.279184563215836,0.7145880517823278,2.6961153916651868,True,2,-7.438634847851844,3.930040235772725,8.714035158943489,0,470.0,False,-2.043245967371088,pinned
PAYTM,2025-10-06,2025-10-09,1231.2299999999998,1231.2299999999998,-0.5059980669736563,1088.463674109206,13.11631515931233,174.64491894318192,17.248184994853826,2.0,350.4465564831372,43,,,2025-11-19,1287.711,stop,27,0.39561850210535116,1287.711,False,B,34.12310048787295,3.247418808235669,2.9155026054797974,True,3,-0.5628478165635054,9.955089530642148,4.148263058827879,0,1300.0,False,4.587363855656568,pinned
HINDALCO,2025-11-06,2025-11-07,795.795,795.795,-0.916693369523558,717.9863558609363,10.83706445170025,319.48644532984446,20.455182295111427,1.9999999999999998,561.6210087987268,41,,,2025-11-21,787.5616256103516,stop,10,-0.10581567743210188,787.5616256103516,False,B,16.6489577909944,1.7074112165052169,2.4672958437847248,True,1,-2.4560345315062238,2.6018007150082623,2.763187787351925,0,786.0,True,-1.0346099673469111,pinned
TVSMOTOR,2025-12-01,2025-12-02,3656.784358864113,3656.784358864113,-0.26612849063826216,3368.2826329638738,8.56524696225911,85.6353694245904,25.35017319188301,2.0,332.96844672088014,37,,,2025-12-30,3545.446223637755,stop,19,-0.38591843732975684,3545.446223637755,False,B,19.635583632543828,4.380684648732225,1.9765560178763353,True,1,-3.4490728752288202,1.7804310281657854,2.0544519240435504,0,3562.5479250062567,False,-3.044700597574823,pinned
GMRAIRPORT,2025-12-12,2025-12-15,104.84473786163329,104.84473786163329,-0.8533961089892017,92.65463696081831,13.156493080826515,2046.9782911131265,17.201619365533517,2.0,335.71475166715726,23,,,2026-01-09,100.80909365844727,stop,18,-0.33105913035684686,100.80909365844727,False,B,8.486775045391282,6.7548392981238825,2.920764167304316,True,1,-5.3266724103723355,3.028534236619107,2.66223085979253,0,102.02999877929688,False,-3.849162376190962,pinned
GRANULES,2025-12-09,2025-12-12,566.9500122070312,564.9644244384765,0.35145359294583844,506.35196311559025,11.967574632984611,404.24065421872547,18.711823918671616,2.0,64.62184116086762,37,,,2026-01-12,592.407,stop,20,0.4200958310482043,592.407,False,B,17.959468055797622,0.21192780082237572,2.7030978575951914,True,3,-0.626155342893342,10.591760560901186,3.4586486561455723,0,601.9500122070312,False,4.490164431581789,pinned
LTF,2025-12-30,2025-12-31,304.6211543908167,304.6211543908167,-1.090943279370571,276.0945713323756,10.332178181112962,921.5266270882354,21.357002608181535,2.0,164.49833946184572,20,,,2026-01-12,295.11314658070785,stop,8,-0.33330342405994523,295.11314658070785,False,B,35.62795114365818,2.941619719250488,2.358838181609921,True,1,-4.990116459789762,7.048582822999583,2.4731443441087717,0,296.645829309179,False,-3.121256574948972,pinned
GMDCLTD,2025-11-26,2025-12-01,542.0,535.3347877807616,1.245054939707746,435.06627593528964,24.57872052593093,230.65701072263576,10.13712006648177,2.0,206.53241626162185,32,,,2026-01-20,534.0653756103516,stop,35,-0.07420132852426274,534.0653756103516,False,A,44.60271841176255,-8.891694257028337,5.062191299387264,True,3,-12.60147376254036,16.697416974169734,7.944648336172655,1,550.4000244140625,False,-1.4639528394185253,pinned
HINDCOPPER,2025-12-01,2025-12-03,343.6928587859395,343.6928587859395,-0.6518347740807173,294.86588950375636,16.559042948086102,504.7451885739852,14.077992709301835,2.0,279.57879045779464,48,2025-12-26,441.3467973503058,2026-02-05,580.0384353895038,stop,44,3.420235989230303,580.0384353895038,True,B,30.893838016306496,1.0035270556667975,3.603393326985005,True,2,-2.3221621134053794,120.7882283920417,19.995263011902118,1,587.0587866154412,False,68.76650781701758,pinned
ONGC,2026-03-27,2026-03-30,285.28499999999997,285.28499999999997,-0.8885850991114053,252.56471434903636,12.955208622588987,791.2626445964004,17.43780620030121,2.0,769.9654128872122,28,,,2026-05-06,280.719,stop,24,-0.1395464589981508,280.719,False,B,12.087857807223013,5.717897381177384,2.9012488237575975,True,1,-3.6927984296405203,7.786949892213069,5.386496755946151,1,289.95001220703125,False,-1.6005047583994902,pinned
ANANDRATHI,2026-06-02,2026-06-03,1780.2785,1780.2785,-0.026875074426546686,1614.6847098916924,10.2554875941951,155.81477272162525,21.50175436935889,2.0,159.73411092906738,43,,,2026-06-09,1719.279,stop,4,-0.3683682821686903,1719.279,False,B,16.77386442430766,0.19801187753329952,2.339357893139582,True,1,-3.9139114702594235,2.3042208748869974,1.938156874988974,0,1765.0,False,-3.426402105063897,pinned
