tkr,sig_date,entry_date,entry,trig,stop0,stop_pct,risk_pct,notional_pct,half_date,half_px,exit_date,exit_px,reason,held,R,gap_through
HINDUNILVR,2020-04-07,2020-04-09,2236.29,2200.56,1983.88,12.72,2.0,17.72,,,2020-04-30,1983.88,stop,13,-1.0,False
PFIZER,2020-04-23,2020-04-28,4369.36,3969.92,3676.93,18.83,2.0,12.62,,,2020-06-02,3676.93,stop,23,-1.0,False
ABBOTINDIA,2020-03-26,2020-03-30,15487.62,13578.23,13015.65,18.99,2.0,12.53,,,2020-06-11,14955.46,ma_breach,47,-0.215,False
DEEPAKNTR,2020-04-27,2020-04-30,509.6,475.78,457.63,11.36,2.0,19.61,,,2020-06-12,457.11,ma_breach,29,-1.01,False
DIVISLAB,2020-04-07,2020-04-08,2085.58,2085.58,1861.82,12.02,2.0,18.64,,,2020-06-18,2236.81,ma_breach,47,0.676,False
TRIDENT,2020-06-10,2020-06-11,6.67,6.35,5.67,17.72,2.0,13.29,,,2020-07-16,5.67,stop,25,-1.0,False
GMMPFAUDLR,2020-04-20,2020-04-23,1270.27,1166.73,1061.3,19.69,2.0,12.16,,,2020-07-20,1306.7,ma_breach,60,0.174,False
AVANTIFEED,2020-06-12,2020-06-15,450.82,450.82,397.61,13.38,2.0,16.95,,,2020-07-20,424.3,ma_breach,25,-0.498,False
ZYDUSLIFE,2020-04-03,2020-04-07,291.32,269.57,248.88,17.05,2.0,13.73,,,2020-07-30,348.66,ma_breach,78,1.351,False
GRSE,2020-06-17,2020-06-18,183.61,183.61,168.48,8.98,2.0,24.26,,,2020-08-04,181.52,ma_breach,33,-0.138,False
FDC,2020-07-14,2020-07-16,259.36,259.36,234.3,10.69,2.0,20.7,2020-08-03,309.472242352385,2020-08-05,334.53,target3,14,2.5,False
ALKYLAMINE,2020-04-22,2020-04-27,678.46,678.46,554.79,22.29,2.0,10.97,2020-07-09,925.7985899429601,2020-08-11,1049.47,target3,74,2.5,False
AJANTPHARM,2020-07-30,2020-08-04,1042.12,963.21,910.31,14.48,2.0,15.81,,,2020-09-01,910.31,stop,20,-1.0,False
ESSELPACK,2020-07-30,2020-08-03,213.36,184.91,178.15,19.76,2.0,12.12,,,2020-09-23,225.71,ma_breach,37,0.351,False
GMMPFAUDLR,2020-08-05,2020-08-10,1753.66,1405.9,1376.08,27.44,2.0,9.29,,,2020-09-24,1325.2,ma_breach,33,-1.135,False
ADVENZYMES,2020-07-31,2020-08-05,199.49,184.33,172.18,15.86,2.0,14.61,2020-09-24,254.095173431352,2020-09-25,281.4,target3,37,2.5,False
DIVISLAB,2020-08-07,2020-08-11,3045.87,2735.5,2638.19,15.45,2.0,14.94,,,2020-10-05,2987.71,ma_breach,38,-0.143,False
GODREJIND,2020-09-22,2020-09-24,410.55,410.55,379.62,8.15,2.0,26.55,,,2020-10-08,404.0,ma_breach,9,-0.212,False
CIPLA,2020-07-15,2020-07-20,657.48,614.06,603.53,8.94,2.0,24.38,2020-08-10,765.3694198433034,2020-10-27,715.69,ma_breach_half,70,1.54,False
GODREJPROP,2020-10-29,2020-11-03,1126.95,1004.4,975.52,15.52,2.0,14.88,,,2020-11-04,975.52,stop,1,-1.0,False
SUPREMEIND,2020-07-27,2020-07-30,1198.43,1117.58,1087.71,10.18,2.0,21.65,,,2020-11-17,1330.65,ma_breach,77,1.194,False
INDIAMART,2020-11-13,2020-11-14,4713.39,2359.04,2298.44,105.07,2.0,3.9,,,2020-11-17,2298.44,stop,1,-1.0,False
THYROCARE,2020-11-13,2020-11-14,935.57,313.67,306.29,205.45,2.0,2.97,,,2020-11-17,306.29,stop,1,-1.0,False
GRANULES,2020-08-31,2020-09-03,322.69,312.88,276.68,16.63,2.0,14.02,2020-11-25,414.7317458286583,2020-12-16,378.84,ma_breach_half,72,1.61,False
CROMPTON,2020-09-29,2020-10-05,277.95,270.38,245.38,13.27,2.0,17.07,2020-12-16,343.0833323433927,2020-12-17,375.65,target3,52,2.5,False
INDOCO,2020-12-02,2020-12-07,299.74,283.87,258.92,15.77,2.0,14.68,,,2020-12-21,258.92,stop,10,-1.0,False
RENUKA,2020-12-14,2020-12-16,13.5,13.0,11.79,14.52,2.0,15.77,,,2020-12-21,11.79,stop,3,-1.0,False
BSOFT,2020-12-16,2020-12-21,201.22,193.43,186.29,8.02,2.0,26.95,2020-12-23,231.0945436768461,2020-12-23,246.03,target3,2,2.5,False
INFY,2020-10-05,2020-10-08,929.24,899.32,867.04,7.17,2.0,29.88,2020-12-22,1053.6554618156356,2021-01-05,1115.86,target3,61,2.5,False
KOLTEPATIL,2021-01-05,2021-01-08,269.64,250.12,231.01,16.72,2.0,13.96,,,2021-01-22,231.01,stop,10,-1.0,False
ASAHIINDIA,2020-11-12,2020-11-17,240.44,236.5,221.5,8.55,2.0,25.38,2020-12-07,278.33437152240265,2021-01-27,255.08,ma_breach_half,48,1.386,False
WOCKPHARMA,2020-11-26,2020-12-01,424.04,400.67,361.92,17.17,2.0,13.65,,,2021-02-01,444.14,ma_breach,42,0.323,False
TASTYBITE,2020-12-18,2020-12-22,12291.37,11392.0,11048.27,11.25,2.0,19.78,,,2021-02-01,11771.93,ma_breach,27,-0.418,False
GRAPHITE,2021-01-27,2021-02-01,293.02,293.02,272.57,7.5,2.0,28.65,2021-02-08,333.9265266471651,2021-02-08,354.38,target3,5,2.5,False
HONAUT,2020-12-18,2020-12-23,34609.93,32634.08,31727.08,9.09,2.0,24.01,2021-01-08,40375.61411337902,2021-02-17,43258.46,target3,38,2.5,False
AUROPHARMA,2021-01-22,2021-01-27,967.88,918.84,852.22,13.57,2.0,16.74,,,2021-02-22,860.2,ma_breach,18,-0.931,False
POLYMED,2020-12-21,2020-12-23,513.02,513.02,444.18,15.5,2.0,14.91,2021-02-17,650.6846845170702,2021-02-23,719.52,target3,42,2.5,False
IDEA,2020-12-31,2021-01-05,11.8,10.9,10.09,16.95,2.0,13.8,,,2021-02-23,10.8,ma_breach,34,-0.585,False
ABCAPITAL,2021-02-03,2021-02-08,91.55,90.3,84.32,8.58,2.0,25.31,2021-02-18,106.01880610656738,2021-02-23,113.25,target3,11,2.5,False
ARVINDFASN,2021-02-12,2021-02-17,158.53,158.53,143.53,10.45,2.0,21.14,,,2021-03-19,143.53,stop,21,-1.0,False
ADANIGREEN,2021-02-18,2021-02-23,1161.2,1129.4,1084.41,7.08,2.0,30.25,,,2021-03-19,1084.41,stop,17,-1.0,False
APOLLOTYRE,2021-01-19,2021-01-22,204.73,177.51,167.06,22.55,2.0,10.87,,,2021-03-22,210.31,ma_breach,39,0.148,False
KARURVYSYA,2021-02-04,2021-02-09,45.26,37.88,33.47,35.23,2.0,7.68,,,2021-03-31,42.65,ma_breach,34,-0.222,False
STRTECH,2021-02-15,2021-02-18,203.9,178.87,171.67,18.77,2.0,12.65,,,2021-03-31,196.48,ma_breach,27,-0.23,False
QUESS,2021-03-18,2021-03-22,646.16,618.57,594.91,8.62,2.0,25.21,,,2021-04-05,594.91,stop,8,-1.0,False
NIACL,2021-02-17,2021-02-22,172.36,132.95,130.31,32.27,2.0,8.2,,,2021-04-16,141.4,ma_breach,35,-0.736,False
KEI,2021-03-16,2021-03-19,520.88,520.88,483.17,7.8,2.0,27.63,,,2021-04-19,487.43,ma_breach,18,-0.887,False
EMAMILTD,2021-04-13,2021-04-19,491.81,474.89,451.45,8.94,2.0,24.37,,,2021-04-26,451.45,stop,4,-1.0,False
GICRE,2021-02-18,2021-02-23,165.17,154.13,132.93,24.25,2.0,10.25,,,2021-05-04,187.63,ma_breach,45,0.697,False
CENTURYPLY,2021-03-25,2021-03-31,316.14,299.63,282.2,12.02,2.0,18.63,2021-05-19,384.0027404864747,2021-05-24,417.94,target3,34,2.5,False
CGCL,2021-03-30,2021-04-05,373.68,365.7,332.01,12.55,2.0,17.94,2021-05-28,457.0134426183361,2021-06-01,498.68,target3,38,2.5,False
POLYCAB,2021-04-20,2021-04-26,1446.26,1389.05,1325.77,9.09,2.0,24.01,2021-06-07,1687.2520547382394,2021-06-15,1807.75,target3,35,2.5,False
GRAPHITE,2021-04-06,2021-04-08,593.53,542.39,493.5,20.27,2.0,11.87,,,2021-06-21,538.74,ma_breach,49,-0.548,False
ADANIENT,2021-06-18,2021-06-22,1549.59,1499.69,1327.4,16.74,2.0,13.95,,,2021-07-07,1416.84,ma_breach,11,-0.597,False
DCMSHRIRAM,2021-04-15,2021-04-19,594.44,538.07,480.75,23.65,2.0,10.46,2021-06-25,821.8043272851745,2021-07-16,935.49,target3,62,2.5,False
IBREALEST,2021-06-02,2021-06-07,114.0,102.15,98.55,15.68,2.0,14.76,2021-07-19,144.89729695129395,2021-07-19,160.35,target3,30,2.5,False
JINDALSAW,2021-04-29,2021-05-04,43.32,38.78,35.14,23.28,2.0,10.59,2021-07-12,59.68138851514897,2021-07-27,67.86,target3,58,2.5,False
ABB,2021-05-27,2021-06-01,1647.7,1564.58,1458.0,13.01,2.0,17.37,,,2021-07-28,1638.07,ma_breach,40,-0.051,False
IIFL,2021-07-23,2021-07-28,295.58,274.9,266.01,11.12,2.0,19.99,,,2021-08-11,266.01,stop,10,-1.0,False
JAMNAAUTO,2021-05-19,2021-05-24,74.21,67.32,63.08,17.64,2.0,13.33,,,2021-08-18,75.27,ma_breach,61,0.095,False
BIRLACORPN,2021-05-17,2021-05-20,1274.81,1146.0,1009.74,26.25,2.0,9.62,,,2021-08-25,1252.38,ma_breach,67,-0.085,False
EQUITAS,2021-07-07,2021-07-08,112.8,112.8,93.66,20.44,2.0,11.78,,,2021-08-31,116.75,ma_breach,36,0.206,False
TRITURBINE,2021-08-16,2021-08-18,129.31,129.31,111.52,15.96,2.0,14.53,,,2021-08-31,119.75,ma_breach,8,-0.537,False
BSE,2021-08-26,2021-08-31,127.75,118.2,113.12,12.93,2.0,17.47,,,2021-09-23,124.69,ma_breach,16,-0.209,False
VTL,2021-07-08,2021-07-13,304.51,275.58,259.55,17.32,2.0,13.55,,,2021-09-24,347.09,ma_breach,50,0.947,False
BORORENEW,2021-09-09,2021-09-14,335.0,308.45,292.71,14.45,2.0,15.84,,,2021-09-29,297.0,ma_breach,11,-0.898,False
HIKAL,2021-08-11,2021-08-12,646.02,646.02,560.08,15.34,2.0,15.03,,,2021-09-30,608.06,ma_breach,33,-0.442,False
ECLERX,2021-06-10,2021-06-15,598.08,458.71,432.66,38.23,2.0,7.23,,,2021-10-04,731.8,ma_breach,76,0.808,False
BCG,2021-09-27,2021-09-30,34.66,29.99,28.83,20.22,2.0,11.89,2021-10-08,46.31649266238924,2021-10-13,52.15,target3,9,2.5,False
TATAMOTORS,2021-10-05,2021-10-08,375.96,342.44,329.79,14.0,2.0,16.29,2021-10-13,468.2915857780239,2021-10-14,514.46,target3,4,2.5,False
LTTS,2021-07-14,2021-07-19,3175.15,2765.3,2636.41,20.43,2.0,11.79,2021-09-14,4252.629313235601,2021-10-19,4791.37,target3,62,2.5,False
LINDEINDIA,2021-08-20,2021-08-25,2294.16,1947.84,1853.99,23.74,2.0,10.42,,,2021-10-25,2327.26,ma_breach,41,0.075,False
BHEL,2021-10-08,2021-10-13,70.75,65.37,62.15,13.83,2.0,16.46,,,2021-11-16,63.25,ma_breach,22,-0.872,False
GUJALKALI,2021-09-22,2021-09-27,585.28,515.56,444.53,31.66,2.0,8.32,,,2021-11-17,622.89,ma_breach,35,0.267,False
GODREJPROP,2021-09-20,2021-09-23,1960.0,1675.0,1600.45,22.47,2.0,10.9,,,2021-11-23,2119.8,ma_breach,40,0.444,False
OBEROIRLTY,2021-09-21,2021-09-24,835.87,719.62,689.15,21.29,2.0,11.39,,,2021-11-25,852.59,ma_breach,41,0.114,False
CERA,2021-09-24,2021-09-29,5205.21,4915.38,4459.37,16.73,2.0,13.96,,,2021-11-25,4857.21,ma_breach,38,-0.467,False
JAMNAAUTO,2021-10-20,2021-10-25,91.46,89.1,82.88,10.36,2.0,21.31,,,2021-11-29,82.88,stop,23,-1.0,False
CYIENT,2021-07-14,2021-07-19,945.55,795.98,771.46,22.57,2.0,10.86,,,2021-12-01,924.64,ma_breach,91,-0.12,False
WELCORP,2021-11-26,2021-11-29,164.09,164.09,150.4,9.1,2.0,23.97,,,2021-12-01,150.4,stop,2,-1.0,False
RTNINDIA,2021-12-10,2021-12-15,61.25,52.05,49.6,23.49,2.0,10.52,,,2021-12-24,49.6,stop,7,-1.0,False
ELGIEQUIP,2021-11-26,2021-12-01,274.33,263.48,251.39,9.13,2.0,23.91,2021-12-15,320.23174144164153,2022-01-10,343.18,target3,28,2.5,False
TCIEXP,2021-12-21,2021-12-22,2299.32,2299.32,1745.46,31.73,2.0,8.3,,,2022-01-11,2057.24,ma_breach,14,-0.437,False
VEDL,2021-11-22,2021-11-25,175.84,169.42,157.64,11.55,2.0,19.32,,,2022-01-20,172.12,ma_breach,40,-0.204,False
NATIONALUM,2022-01-05,2022-01-10,89.69,83.87,81.69,9.79,2.0,22.42,,,2022-01-24,81.69,stop,10,-1.0,False
SFL,2021-11-11,2021-11-16,1555.07,1409.0,1328.92,17.02,2.0,13.75,,,2022-01-28,1635.68,ma_breach,51,0.356,False
ESCORTS,2021-11-18,2021-11-23,1777.93,1777.93,1569.38,13.29,2.0,17.05,,,2022-01-28,1811.1,ma_breach,47,0.159,False
TV18BRDCST,2022-01-18,2022-01-20,52.95,50.85,46.1,14.85,2.0,15.47,2022-02-03,66.6423,2022-02-10,73.49,target3,14,2.5,False
LINDEINDIA,2022-01-20,2022-01-24,2820.81,2615.93,2548.55,10.68,2.0,20.72,,,2022-02-14,2548.55,stop,14,-1.0,True
ABFRL,2022-01-25,2022-01-28,292.15,292.15,272.88,7.06,2.0,30.32,,,2022-02-14,272.88,stop,11,-1.0,False
BORORENEW,2021-10-11,2021-10-14,452.8,356.45,329.77,37.31,2.0,7.36,2021-12-16,698.860151184082,2022-02-15,610.0,ma_breach_half,84,1.639,False
JINDALSTEL,2022-02-09,2022-02-14,416.46,413.11,395.26,5.36,2.0,39.29,,,2022-02-15,395.26,stop,1,-1.0,False
AMBER,2022-01-31,2022-02-03,3650.0,3650.0,3150.45,15.86,2.0,14.61,,,2022-02-21,3322.2,ma_breach,12,-0.656,False
RENUKA,2022-02-09,2022-02-14,38.05,38.05,33.72,12.85,2.0,17.56,,,2022-02-21,33.72,stop,5,-1.0,False
FLUOROCHEM,2021-12-01,2021-12-03,2390.61,2092.13,1961.37,21.88,2.0,11.14,,,2022-02-24,2570.9,ma_breach,58,0.42,False
POONAWALLA,2022-01-06,2022-01-11,293.1,248.4,220.3,33.05,2.0,8.05,,,2022-02-24,223.48,ma_breach,31,-0.956,False
BLUESTARCO,2022-02-15,2022-02-17,549.17,518.01,488.41,12.44,2.0,18.08,,,2022-02-24,488.41,stop,5,-1.0,False
ELGIEQUIP,2022-02-23,2022-02-24,359.89,359.89,320.39,12.33,2.0,18.22,,,2022-02-25,320.39,stop,1,-1.0,False
JSWENERGY,2022-02-10,2022-02-15,316.82,316.82,294.16,7.7,2.0,27.96,,,2022-03-08,294.16,stop,14,-1.0,False
ADANIENSOL,2022-02-22,2022-02-24,1990.0,1985.0,1808.29,10.05,2.0,21.9,2022-03-04,2353.420248779297,2022-03-30,2535.13,target3,22,2.5,False
JKPAPER,2022-03-11,2022-03-14,254.55,254.55,219.52,15.96,2.0,14.53,2022-04-06,324.6230738628585,2022-04-18,359.66,target3,22,2.5,False
HINDALCO,2022-02-25,2022-03-03,596.55,531.45,507.81,17.48,2.0,13.44,,,2022-04-19,536.4,ma_breach,30,-0.678,False
POWERINDIA,2022-02-17,2022-02-21,3140.82,2980.38,2818.28,11.44,2.0,19.48,2022-03-03,3785.896888877592,2022-04-22,3267.63,ma_breach_half,40,1.197,False
TV18BRDCST,2022-03-08,2022-03-10,67.8,61.2,58.19,16.51,2.0,14.11,,,2022-04-29,58.19,stop,33,-1.0,False
VIPIND,2022-02-22,2022-02-25,646.71,646.71,543.94,18.89,2.0,12.58,,,2022-05-02,659.61,ma_breach,42,0.126,False
BALRAMCHIN,2022-03-03,2022-03-08,436.09,428.06,403.56,8.06,2.0,26.81,2022-03-14,501.14142000414864,2022-05-02,423.63,ma_breach_half,36,0.808,False
MAZDOCK,2022-04-12,2022-04-19,159.85,159.73,138.21,15.66,2.0,14.77,,,2022-05-05,138.21,stop,11,-1.0,False
RCF,2022-04-01,2022-04-06,91.62,89.17,81.59,12.29,2.0,18.27,,,2022-05-06,81.59,stop,19,-1.0,False
PVR,2022-04-26,2022-04-29,1827.0,1762.0,1699.45,7.51,2.0,28.65,,,2022-05-06,1699.45,stop,4,-1.0,False
CRISIL,2022-04-27,2022-05-02,3484.46,3184.24,3127.67,11.41,2.0,19.53,,,2022-05-06,3127.67,stop,3,-1.0,False
COALINDIA,2022-02-25,2022-03-03,140.05,121.81,112.35,24.66,2.0,10.11,,,2022-05-10,134.44,ma_breach,44,-0.203,False
TATACHEM,2022-05-02,2022-05-06,975.32,975.32,901.82,8.15,2.0,26.54,,,2022-05-10,901.82,stop,2,-1.0,False
LINDEINDIA,2022-05-06,2022-05-10,3499.78,3499.78,3254.03,7.55,2.0,28.48,,,2022-05-11,3254.03,stop,1,-1.0,False
GODFRYPHLP,2022-05-09,2022-05-11,375.25,373.31,345.9,8.48,2.0,25.57,,,2022-05-12,345.9,stop,1,-1.0,False
SOLARINDS,2022-05-02,2022-05-06,2961.19,2931.28,2700.18,9.67,2.0,22.69,,,2022-05-17,2793.96,ma_breach,7,-0.641,False
BDL,2022-05-11,2022-05-12,318.94,318.94,296.47,7.58,2.0,28.39,2022-05-20,363.86966501969414,2022-05-23,386.33,target3,7,2.5,False
BANDHANBNK,2022-05-13,2022-05-17,334.07,325.08,301.63,10.76,2.0,20.59,,,2022-05-24,308.23,ma_breach,5,-0.796,False
RCF,2022-05-18,2022-05-23,94.35,88.2,81.45,15.84,2.0,14.63,,,2022-05-26,81.45,stop,3,-1.0,False
EASEMYTRIP,2022-05-19,2022-05-24,28.67,26.12,24.77,15.75,2.0,14.7,,,2022-05-27,24.77,stop,3,-1.0,True
NLCINDIA,2022-05-17,2022-05-20,74.73,72.91,64.83,15.28,2.0,15.09,,,2022-06-09,67.31,ma_breach,14,-0.75,False
ATGL,2022-05-26,2022-05-27,2436.43,2435.03,2139.72,13.87,2.0,16.42,,,2022-06-15,2380.21,ma_breach,13,-0.189,False
HOMEFIRST,2022-05-02,2022-05-05,740.01,738.43,666.03,11.11,2.0,20.01,,,2022-06-16,739.51,ma_breach,30,-0.007,False
BDL,2022-05-26,2022-05-27,370.03,365.71,333.63,10.91,2.0,20.33,,,2022-06-20,333.63,stop,16,-1.0,False
VBL,2022-06-10,2022-06-15,156.01,149.74,144.41,8.03,2.0,26.89,,,2022-06-20,144.41,stop,3,-1.0,False
COROMANDEL,2022-06-13,2022-06-16,936.93,894.29,861.72,8.73,2.0,24.92,,,2022-06-20,861.72,stop,2,-1.0,False
ABB,2022-05-05,2022-05-10,2249.8,2248.82,2044.88,10.02,2.0,21.96,,,2022-06-21,2146.87,ma_breach,30,-0.502,False
RATNAMANI,2022-06-27,2022-06-30,1769.13,1692.35,1603.87,10.3,2.0,21.41,,,2022-07-01,1603.87,stop,1,-1.0,True
ASAHIINDIA,2022-06-15,2022-06-20,458.32,441.72,425.38,7.74,2.0,27.83,2022-06-24,524.1936084533454,2022-07-05,557.13,target3,11,2.5,False
GESHIP,2022-06-28,2022-07-01,344.21,344.21,316.86,8.63,2.0,25.17,,,2022-07-18,341.62,ma_breach,11,-0.095,False
ASHOKLEY,2022-06-17,2022-06-21,60.93,59.85,57.85,5.33,2.0,39.51,2022-06-30,67.0994910581478,2022-07-29,70.18,target3,28,2.5,False
JAMNAAUTO,2022-06-30,2022-07-05,121.94,115.77,112.18,8.7,2.0,24.98,,,2022-08-04,112.18,stop,22,-1.0,False
PHOENIXLTD,2022-06-17,2022-06-21,548.37,548.37,511.35,7.24,2.0,29.63,2022-07-07,622.3898085181632,2022-08-12,659.4,target3,37,2.5,False
DEVYANI,2022-08-08,2022-08-12,204.0,191.6,182.52,11.77,2.0,18.99,,,2022-08-26,182.52,stop,9,-1.0,False
FLUOROCHEM,2022-07-13,2022-07-18,3234.49,3234.49,3057.19,5.8,2.0,36.49,2022-08-16,3589.084268635146,2022-09-20,3766.38,target3,43,2.5,False
GNFC,2022-07-27,2022-07-29,638.9,619.67,573.19,11.46,2.0,19.45,,,2022-09-21,630.27,ma_breach,35,-0.131,False
CHOLAFIN,2022-08-01,2022-08-04,758.84,734.54,684.35,10.89,2.0,20.37,,,2022-09-28,711.82,ma_breach,36,-0.631,False
HOMEFIRST,2022-08-10,2022-08-16,940.39,817.31,777.04,21.02,2.0,11.51,,,2022-09-28,847.83,ma_breach,30,-0.567,False
NLCINDIA,2022-08-23,2022-08-26,67.4,64.48,61.82,9.02,2.0,24.17,,,2022-09-28,63.33,ma_breach,22,-0.729,False
RENUKA,2022-09-20,2022-09-23,60.8,57.75,49.5,22.83,2.0,10.76,,,2022-11-15,56.95,ma_breach,34,-0.341,False
KIMS,2022-09-23,2022-09-28,278.99,278.99,262.7,6.2,2.0,34.25,2022-09-30,311.57590777587893,2022-11-15,327.87,target3,31,2.5,False
ASTERDM,2022-09-27,2022-09-30,192.44,192.44,174.66,10.17,2.0,21.66,,,2022-11-15,174.66,stop,29,-1.0,True
CIPLA,2022-09-16,2022-09-21,1060.59,1022.02,995.96,6.49,2.0,32.82,,,2022-11-23,1069.17,ma_breach,42,0.133,False
EASEMYTRIP,2022-11-21,2022-11-23,34.91,28.58,25.76,35.53,2.0,7.63,,,2022-12-09,25.76,stop,12,-1.0,True
PNBHOUSING,2022-12-19,2022-12-22,421.5,421.5,379.34,11.11,2.0,20.0,,,2022-12-23,379.34,stop,1,-1.0,False
BLUESTARCO,2022-11-18,2022-11-23,587.21,587.21,542.94,8.15,2.0,26.53,,,2022-12-26,587.7,ma_breach,23,0.011,False
LINDEINDIA,2022-12-22,2022-12-23,3503.46,3503.46,3253.43,7.69,2.0,28.02,,,2022-12-26,3253.43,stop,1,-1.0,True
IDFCFIRSTB,2022-09-30,2022-10-06,53.67,49.84,46.9,14.45,2.0,15.84,,,2022-12-27,56.02,ma_breach,56,0.346,False
AEGISLOG,2022-12-26,2022-12-27,334.27,334.27,308.4,8.39,2.0,25.84,,,2023-01-30,323.06,ma_breach,23,-0.433,False
ABBOTINDIA,2022-11-10,2022-11-15,19178.39,18765.07,18338.0,4.58,2.0,45.64,2022-12-22,20859.179276616647,2023-02-01,20065.87,ma_breach_half,55,1.528,False
CGCL,2022-12-22,2022-12-26,728.23,728.23,693.97,4.94,2.0,42.52,,,2023-02-02,716.1,ma_breach,27,-0.354,False
360ONE,2023-01-30,2023-02-02,446.17,440.95,401.8,11.04,2.0,20.11,,,2023-02-24,425.36,ma_breach,16,-0.469,False
APOLLOTYRE,2023-01-31,2023-02-03,321.97,311.4,300.72,7.07,2.0,30.3,,,2023-02-27,300.72,stop,16,-1.0,False
PFC,2023-03-03,2023-03-09,118.94,109.15,105.67,12.55,2.0,17.93,,,2023-03-20,105.67,stop,7,-1.0,False
RATNAMANI,2023-01-27,2023-01-31,2041.59,1980.93,1910.58,6.86,2.0,31.17,2023-02-03,2303.6300991936478,2023-03-21,2069.58,ma_breach_half,34,1.107,False
INGERRAND,2023-02-22,2023-02-27,2057.18,1975.7,1938.1,6.14,2.0,34.55,2023-03-06,2295.3348456904023,2023-03-29,2414.41,target3,21,2.5,False
RADICO,2023-01-27,2023-02-01,1126.34,1064.94,1031.09,9.24,2.0,23.65,,,2023-04-12,1079.9,ma_breach,46,-0.488,False
KPRMILL,2023-04-10,2023-04-12,614.49,574.18,557.89,10.15,2.0,21.71,,,2023-04-27,581.8,ma_breach,10,-0.578,False
PFC,2023-04-24,2023-04-27,116.45,113.29,109.25,6.59,2.0,32.35,2023-06-02,130.84771982260474,2023-06-05,138.05,target3,26,2.5,False
DATAPATTNS,2023-03-16,2023-03-21,1403.3,1334.76,1269.7,10.52,2.0,21.01,2023-04-13,1670.5141494240286,2023-06-06,1804.12,target3,50,2.5,False
