tkr,sig_date,entry_date,entry,trig,stop0,stop_pct,risk_pct,notional_pct,half_date,half_px,exit_date,exit_px,reason,held,R,gap_through
SUZLON,2023-05-26,2023-05-31,10.9,10.15,9.44,15.46,2.0,14.94,2023-06-07,13.818899236679076,2023-06-12,15.28,target3,8,2.5,False
ABCAPITAL,2023-03-28,2023-03-31,153.25,149.1,143.46,6.83,2.0,31.3,2023-05-04,172.8371878051758,2023-06-21,182.63,target3,54,2.5,False
JBMA,2023-06-07,2023-06-12,459.84,440.13,399.9,14.99,2.0,15.34,2023-06-28,579.7368551221556,2023-06-30,639.68,target3,13,2.5,False
EQUITASBNK,2023-02-21,2023-02-24,68.37,62.85,59.8,14.32,2.0,15.97,2023-05-30,85.49322769977621,2023-07-13,94.06,target3,92,2.5,False
APARINDS,2023-01-31,2023-02-02,1908.38,1648.39,1326.29,43.89,2.0,6.56,2023-05-08,3072.572394980568,2023-07-20,3654.67,target3,113,2.5,False
ENGINERSIN,2023-05-03,2023-05-04,92.54,92.54,77.68,19.12,2.0,12.46,2023-07-17,122.24408204960505,2023-07-25,137.1,target3,57,2.5,False
APOLLOHOSP,2023-05-31,2023-06-05,4926.9,4691.9,4483.12,9.9,2.0,22.2,,,2023-08-04,4983.48,ma_breach,43,0.127,False
VTL,2023-06-02,2023-06-06,352.58,330.28,318.65,10.65,2.0,20.78,,,2023-08-04,340.97,ma_breach,42,-0.342,False
FACT,2023-06-26,2023-06-30,458.49,425.4,408.24,12.31,2.0,18.25,,,2023-08-17,458.49,ma_breach,33,-0.0,False
CYIENT,2023-08-02,2023-08-04,1458.45,1458.45,1382.81,5.47,2.0,38.56,2023-09-01,1609.7449109870995,2023-09-01,1685.39,target3,19,2.5,False
APARINDS,2023-08-11,2023-08-17,4282.62,4040.15,3898.91,9.84,2.0,22.32,2023-08-21,5050.0296238283545,2023-09-20,5433.74,target3,23,2.5,False
AARTIDRUGS,2023-08-29,2023-09-01,566.51,553.29,524.39,8.03,2.0,26.9,,,2023-09-26,546.21,ma_breach,16,-0.482,False
EDELWEISS,2023-08-25,2023-08-29,54.24,49.42,47.47,14.26,2.0,16.03,2023-10-05,67.77362430064926,2023-10-05,74.54,target3,25,2.5,False
LAXMIMACH,2023-08-29,2023-09-01,15231.32,13727.47,13300.85,14.51,2.0,15.78,,,2023-10-12,14007.65,ma_breach,27,-0.634,False
JBCHEPHARM,2023-06-16,2023-06-21,1163.29,1101.41,1044.12,11.41,2.0,19.52,2023-08-28,1401.6343430931918,2023-10-19,1344.01,ma_breach_half,82,1.758,False
MHRIL,2023-07-17,2023-07-20,359.0,334.6,320.23,12.11,2.0,18.52,2023-10-06,436.5411243896484,2023-10-27,406.05,ma_breach_half,67,1.607,False
ABREL,2023-09-22,2023-09-26,1114.44,1106.37,1007.03,10.67,2.0,20.75,,,2023-10-27,1090.12,ma_breach,21,-0.226,False
NETWORK18,2023-10-03,2023-10-05,70.6,70.6,63.24,11.64,2.0,19.18,,,2023-10-27,69.25,ma_breach,15,-0.183,False
SWANENERGY,2023-10-25,2023-10-27,333.0,315.8,295.0,12.88,2.0,17.53,2023-11-08,408.9906,2023-11-13,446.99,target3,11,2.5,False
GSFC,2023-10-13,2023-10-17,199.11,183.32,166.64,19.48,2.0,12.27,,,2023-11-15,176.07,ma_breach,19,-0.71,False
PRESTIGE,2023-10-03,2023-10-06,669.89,618.69,590.26,13.49,2.0,16.83,2023-11-08,829.1340030884922,2023-11-16,908.76,target3,27,2.5,False
BHEL,2023-11-10,2023-11-16,137.0,129.82,123.31,11.1,2.0,20.02,2023-11-29,164.3638001361803,2023-12-05,178.05,target3,12,2.5,False
PFC,2023-11-10,2023-11-16,278.23,259.29,247.51,12.41,2.0,18.11,2023-12-04,339.6661781412173,2023-12-13,370.38,target3,18,2.5,False
BBTC,2023-10-19,2023-10-23,1446.79,1179.65,1143.19,26.56,2.0,9.53,,,2023-12-15,1345.71,ma_breach,36,-0.333,False
MAPMYINDIA,2023-10-25,2023-10-27,2001.44,1982.11,1863.65,7.39,2.0,29.05,2023-11-16,2277.027658669812,2023-12-21,1991.73,ma_breach_half,37,0.965,False
BLUESTARCO,2023-09-20,2023-09-25,938.38,938.38,794.27,18.14,2.0,13.02,,,2023-12-22,926.69,ma_breach,60,-0.081,False
AMBER,2023-11-03,2023-11-08,3372.0,3155.0,2920.78,15.45,2.0,14.95,,,2023-12-26,3063.0,ma_breach,31,-0.685,False
CDSL,2023-11-08,2023-11-13,904.19,801.02,782.55,15.55,2.0,14.87,,,2024-01-23,889.48,ma_breach,47,-0.121,False
DEEPAKNTR,2023-12-21,2023-12-26,2371.6,2274.7,2162.68,9.66,2.0,22.7,,,2024-01-29,2221.46,ma_breach,22,-0.719,False
EQUITASBNK,2023-12-12,2023-12-15,107.77,103.47,93.7,15.01,2.0,15.32,,,2024-02-05,103.18,ma_breach,33,-0.326,False
AIAENG,2024-01-31,2024-02-05,4429.53,4198.3,3855.6,14.89,2.0,15.44,,,2024-02-08,3855.6,stop,3,-1.0,False
CENTRALBK,2024-02-05,2024-02-08,73.3,67.76,59.41,23.38,2.0,10.55,,,2024-02-12,59.41,stop,2,-1.0,False
OIL,2023-12-19,2023-12-22,238.41,215.78,202.46,17.76,2.0,13.26,2024-02-06,310.3109184493149,2024-02-15,346.26,target3,36,2.5,False
GICRE,2024-01-17,2024-01-23,348.14,306.02,290.03,20.04,2.0,11.98,,,2024-03-13,327.22,ma_breach,34,-0.36,False
EIDPARRY,2024-01-23,2024-01-29,623.9,585.5,559.84,11.44,2.0,19.48,,,2024-03-13,559.84,stop,31,-1.0,False
UCOBANK,2024-02-02,2024-02-06,57.31,49.83,46.98,21.99,2.0,11.09,,,2024-03-13,46.98,stop,25,-1.0,False
SJVN,2024-02-13,2024-02-15,117.55,108.94,96.09,22.33,2.0,10.96,,,2024-03-13,96.09,stop,18,-1.0,False
NIACL,2023-11-24,2023-11-29,224.19,205.51,171.9,30.42,2.0,8.58,,,2024-03-14,214.85,ma_breach,72,-0.179,False
ASTERDM,2023-11-29,2023-12-04,311.73,301.46,252.04,23.68,2.0,10.44,,,2024-03-14,310.41,ma_breach,69,-0.022,False
GRAPHITE,2024-03-07,2024-03-13,619.4,619.4,572.66,8.16,2.0,26.5,,,2024-03-14,572.66,stop,1,-1.0,False
ADANIGREEN,2024-03-14,2024-03-15,1913.0,1913.0,1661.54,15.13,2.0,15.21,,,2024-04-18,1829.7,ma_breach,20,-0.331,False
ADANIPORTS,2023-12-05,2023-12-06,1031.15,1010.73,867.47,18.87,2.0,12.6,2024-04-01,1358.5154106125817,2024-04-22,1303.59,ma_breach_half,90,1.832,False
ASTERDM,2024-04-12,2024-04-18,400.28,376.0,363.82,10.02,2.0,21.95,,,2024-04-25,363.82,stop,5,-1.0,False
REDINGTON,2024-03-12,2024-03-14,195.84,195.84,184.82,5.96,2.0,35.53,2024-04-08,217.89102425817356,2024-05-09,195.75,ma_breach_half,35,0.996,False
DATAPATTNS,2024-03-14,2024-03-15,2398.05,2389.49,2088.36,14.83,2.0,15.49,2024-04-10,3017.423828916597,2024-05-21,3327.11,target3,41,2.5,False
EPIGRAL,2024-04-01,2024-04-02,1329.15,1179.86,1088.48,22.11,2.0,11.05,,,2024-05-30,1206.57,ma_breach,38,-0.509,False
CHAMBLFERT,2024-04-22,2024-04-25,389.44,360.85,353.66,10.12,2.0,21.77,,,2024-06-04,353.66,stop,26,-1.0,False
ZYDUSLIFE,2024-05-16,2024-05-21,1105.65,998.05,969.61,14.03,2.0,16.26,,,2024-06-04,969.61,stop,10,-1.0,False
ADANIENT,2024-05-29,2024-06-03,3720.04,3318.47,3204.51,16.09,2.0,14.43,,,2024-06-04,3204.51,stop,1,-1.0,False
ADANIENSOL,2024-05-30,2024-06-04,1219.75,1107.15,1080.12,12.93,2.0,17.47,,,2024-06-05,1080.12,stop,1,-1.0,True
INDUSTOWER,2024-05-30,2024-06-04,363.0,346.4,338.36,7.28,2.0,29.47,,,2024-06-05,338.36,stop,1,-1.0,True
BIKAJI,2024-05-31,2024-06-05,596.01,596.01,550.98,8.17,2.0,26.47,2024-06-07,686.0792670687556,2024-06-14,731.11,target3,7,2.5,False
HUDCO,2024-05-08,2024-05-09,216.72,216.72,192.69,12.47,2.0,18.03,2024-06-03,264.79466638093913,2024-07-04,288.83,target3,38,2.5,False
ABB,2024-06-12,2024-06-18,9027.85,8213.91,8003.63,12.8,2.0,17.63,,,2024-07-18,8124.82,ma_breach,21,-0.882,False
ASAHIINDIA,2024-07-22,2024-07-24,686.41,657.82,604.1,13.63,2.0,16.68,,,2024-08-05,604.1,stop,8,-1.0,False
VOLTAS,2024-04-03,2024-04-08,1293.93,1209.77,1168.3,10.75,2.0,20.6,2024-07-30,1545.173416903933,2024-08-08,1457.26,ma_breach_half,82,1.65,False
GICRE,2024-07-26,2024-07-31,412.36,412.36,350.21,17.75,2.0,13.27,,,2024-08-08,369.82,ma_breach,6,-0.685,False
TRENT,2024-02-07,2024-02-12,3758.35,3625.58,2944.64,27.63,2.0,9.24,2024-06-18,5385.769018694424,2024-08-09,6199.48,target3,120,2.5,False
ABFRL,2024-06-05,2024-06-07,321.5,311.45,267.93,19.99,2.0,12.0,,,2024-08-09,319.2,ma_breach,43,-0.043,False
KNRCON,2024-05-31,2024-06-05,330.04,330.04,294.76,11.97,2.0,18.71,2024-06-06,400.58929415195513,2024-08-16,349.3,ma_breach_half,49,1.273,False
GODREJCP,2024-06-03,2024-06-06,1380.07,1272.77,1238.41,11.44,2.0,19.48,,,2024-08-16,1324.94,ma_breach,48,-0.389,False
SRF,2024-08-05,2024-08-08,2603.58,2493.61,2405.03,8.26,2.0,26.23,,,2024-09-16,2449.05,ma_breach,26,-0.778,False
CASTROLIND,2024-07-03,2024-07-04,227.87,227.87,193.88,17.53,2.0,13.41,,,2024-09-18,233.05,ma_breach,52,0.152,False
BLS,2024-08-06,2024-08-09,400.12,389.49,355.7,12.49,2.0,18.02,,,2024-09-24,389.13,ma_breach,31,-0.247,False
MAXHEALTH,2024-09-19,2024-09-24,1069.27,997.85,940.02,13.75,2.0,16.55,,,2024-10-03,940.02,stop,6,-1.0,False
SAREGAMA,2024-09-30,2024-10-03,646.07,629.59,548.24,17.84,2.0,13.21,,,2024-10-14,548.24,stop,7,-1.0,False
PCBL,2024-08-01,2024-08-06,381.38,348.54,313.83,21.52,2.0,11.29,2024-09-18,516.4598004052219,2024-10-22,450.44,ma_breach_half,53,1.511,False
BLUESTARCO,2024-09-12,2024-09-17,1941.72,1816.28,1766.98,9.89,2.0,22.22,,,2024-10-28,1841.21,ma_breach,28,-0.575,False
FORTIS,2024-08-12,2024-08-16,523.38,502.81,484.94,7.93,2.0,27.23,2024-09-17,600.2620109215227,2024-11-01,638.7,target3,54,2.5,False
FLUOROCHEM,2024-09-11,2024-09-16,4393.16,4042.89,3855.31,13.95,2.0,16.34,,,2024-11-12,4196.69,ma_breach,40,-0.365,False
ASTRAZEN,2024-10-29,2024-11-01,7574.11,7471.91,6924.38,9.38,2.0,23.31,,,2024-11-14,6924.38,stop,9,-1.0,False
DCMSHRIRAM,2024-11-14,2024-11-18,1298.68,1298.68,1153.61,12.58,2.0,17.9,,,2024-11-26,1153.61,stop,5,-1.0,False
DIXON,2024-09-13,2024-09-18,14043.75,13109.48,12766.96,10.0,2.0,22.0,2024-12-02,16597.326722260757,2024-12-13,17874.12,target3,59,2.5,False
NEULANDLAB,2024-11-11,2024-11-13,15584.09,13945.1,12792.59,21.82,2.0,11.17,,,2024-12-19,14496.15,ma_breach,24,-0.39,False
KFINTECH,2024-11-21,2024-11-26,1100.43,1028.81,995.38,10.55,2.0,20.95,2024-12-18,1310.5320808553552,2024-12-19,1415.58,target3,17,2.5,False
JUBLINGREA,2024-12-10,2024-12-12,841.19,796.46,759.08,10.82,2.0,20.49,,,2024-12-20,759.08,stop,6,-1.0,False
KPRMILL,2024-12-13,2024-12-18,1090.7,1090.7,1000.58,9.01,2.0,24.2,,,2024-12-30,1000.58,stop,7,-1.0,False
TARIL,2024-10-22,2024-10-23,438.82,424.82,385.28,13.9,2.0,16.39,2024-12-12,545.8952090733765,2025-01-02,599.43,target3,48,2.5,False
BAJAJHLDNG,2024-12-27,2024-12-31,12249.24,11180.08,10871.01,12.68,2.0,17.78,,,2025-01-06,10871.01,stop,4,-1.0,False
KEC,2024-12-03,2024-12-05,1264.92,1103.99,1057.26,19.64,2.0,12.18,,,2025-01-08,1057.26,stop,23,-1.0,False
COFORGE,2024-10-23,2024-10-28,1525.43,1512.22,1369.74,11.37,2.0,19.6,2024-12-12,1836.7946740539676,2025-01-16,1700.67,ma_breach_half,55,1.563,False
CRISIL,2024-12-30,2025-01-02,6211.5,5965.92,5396.29,15.11,2.0,15.24,,,2025-01-20,5396.29,stop,12,-1.0,False
VIJAYA,2025-01-03,2025-01-08,1200.63,1146.39,1024.46,17.2,2.0,13.63,,,2025-01-22,1062.31,ma_breach,10,-0.785,False
BLS,2025-01-16,2025-01-20,496.67,451.51,431.58,15.08,2.0,15.26,,,2025-01-24,431.58,stop,4,-1.0,False
ANANTRAJ,2024-12-17,2024-12-20,848.98,842.99,789.31,7.56,2.0,28.46,,,2025-01-27,789.31,stop,25,-1.0,False
AMBER,2024-12-19,2024-12-24,6829.75,6189.0,5869.12,16.37,2.0,14.22,,,2025-01-30,6655.0,ma_breach,26,-0.182,False
BDL,2025-01-28,2025-01-31,1265.61,1234.74,1127.0,12.3,2.0,18.26,,,2025-02-03,1127.0,stop,2,-1.0,False
PTCIL,2025-01-03,2025-01-07,15750.0,14628.0,13256.78,18.81,2.0,12.63,,,2025-02-14,13625.0,ma_breach,29,-0.852,False
WOCKPHARMA,2025-01-31,2025-02-03,1558.45,1416.9,1351.9,15.28,2.0,15.09,,,2025-02-18,1410.25,ma_breach,11,-0.717,False
JKCEMENT,2025-01-21,2025-01-24,4776.45,4638.33,4477.48,6.68,2.0,31.95,,,2025-02-19,4464.25,ma_breach,19,-1.044,False
WIPRO,2025-01-22,2025-01-27,297.91,290.59,280.33,6.27,2.0,33.9,,,2025-02-25,280.33,stop,22,-1.0,False
BAJAJFINSV,2025-02-17,2025-02-19,1896.21,1896.21,1826.17,3.84,2.0,54.15,,,2025-03-03,1826.17,stop,7,-1.0,False
CHOLAHLDNG,2025-02-28,2025-03-03,1668.85,1668.85,1541.24,8.28,2.0,26.16,,,2025-03-17,1541.24,stop,9,-1.0,False
ABBOTINDIA,2025-02-24,2025-02-25,29439.97,29439.97,28118.34,4.7,2.0,44.55,,,2025-04-07,28118.34,stop,26,-1.0,True
NAVA,2025-03-26,2025-04-01,508.97,491.34,456.27,11.55,2.0,19.32,,,2025-04-07,456.27,stop,4,-1.0,True
PNBHOUSING,2025-04-04,2025-04-08,960.11,960.11,923.96,3.91,2.0,53.12,,,2025-04-09,923.96,stop,1,-1.0,False
GODFRYPHLP,2025-03-11,2025-03-17,1872.57,1744.31,1646.74,13.71,2.0,16.58,2025-04-01,2324.2326648450758,2025-04-22,2550.06,target3,22,2.5,False
AAVAS,2025-04-07,2025-04-09,2061.05,2025.0,1672.53,23.23,2.0,10.61,,,2025-05-07,1740.0,ma_breach,16,-0.826,False
ASTRAZEN,2025-04-07,2025-04-09,8052.48,8052.48,7169.44,12.32,2.0,18.24,,,2025-05-14,8162.1,ma_breach,21,0.124,False
NH,2025-02-25,2025-03-03,1511.14,1511.14,1382.86,9.28,2.0,23.56,2025-04-15,1767.711626073222,2025-06-09,1762.85,ma_breach_half,64,1.981,False
COROMANDEL,2025-04-07,2025-04-09,2047.57,1993.54,1838.93,11.35,2.0,19.63,2025-05-13,2464.8450045404543,2025-06-18,2294.31,ma_breach_half,46,1.591,False
INDIGO,2025-05-09,2025-05-14,5515.68,5114.86,4878.36,13.06,2.0,17.31,,,2025-06-18,5299.04,ma_breach,25,-0.34,False
AIIL,2025-05-09,2025-05-13,383.91,351.9,329.91,16.37,2.0,14.22,2025-06-03,491.90608312799753,2025-06-25,545.9,target3,31,2.5,False
NH,2025-06-13,2025-06-18,1926.46,1926.46,1782.31,8.09,2.0,26.73,2025-06-27,2214.7603432435394,2025-06-27,2358.91,target3,7,2.5,False
COROMANDEL,2025-06-24,2025-06-27,2401.38,2401.38,2280.02,5.32,2.0,39.57,,,2025-07-02,2280.02,stop,3,-1.0,False
BHARTIHEXA,2025-04-16,2025-04-22,1642.05,1525.0,1480.85,10.89,2.0,20.37,2025-06-27,1964.4580337109974,2025-07-11,1782.18,ma_breach_half,57,1.435,False
BDL,2025-06-27,2025-07-02,1977.16,1899.47,1818.26,8.74,2.0,24.89,,,2025-07-14,1818.26,stop,8,-1.0,False
SBFC,2025-07-09,2025-07-14,118.5,113.97,110.54,7.2,2.0,29.77,,,2025-07-25,110.54,stop,9,-1.0,False
CHOLAHLDNG,2025-04-08,2025-04-15,1812.75,1745.45,1571.79,15.33,2.0,15.05,,,2025-07-30,1911.18,ma_breach,74,0.409,False
JKCEMENT,2025-06-04,2025-06-09,5925.73,5591.54,5425.99,9.21,2.0,23.72,2025-08-05,6925.216909457209,2025-08-19,7424.96,target3,50,2.5,False
EIDPARRY,2025-06-27,2025-07-02,1116.4,1070.0,1012.54,10.26,2.0,21.5,,,2025-09-01,1105.0,ma_breach,41,-0.11,False
JMFINANCIL,2025-08-11,2025-08-14,181.22,162.68,148.83,21.76,2.0,11.19,,,2025-09-24,168.82,ma_breach,27,-0.383,False
FORTIS,2025-07-22,2025-07-25,844.35,816.83,793.62,6.39,2.0,33.29,2025-08-13,945.8178111652771,2025-10-01,996.55,target3,46,2.5,False
GODFRYPHLP,2025-08-04,2025-08-07,3666.02,3016.56,2872.74,27.61,2.0,9.24,,,2025-10-10,3300.38,ma_breach,43,-0.461,False
TATAINVEST,2025-09-26,2025-10-01,1060.53,887.03,812.29,30.56,2.0,8.54,,,2025-10-20,812.29,stop,12,-1.0,False
TVSMOTOR,2025-08-13,2025-08-19,3208.78,3034.19,2950.52,8.75,2.0,24.85,,,2025-11-10,3439.08,ma_breach,55,0.892,False
ADANIPOWER,2025-09-19,2025-09-24,163.25,144.6,132.94,22.8,2.0,10.77,,,2025-11-21,151.0,ma_breach,39,-0.404,False
ASTERDM,2025-08-29,2025-09-03,631.63,604.85,567.0,11.4,2.0,19.54,,,2025-11-24,647.36,ma_breach,55,0.243,False
GVT&D,2025-07-29,2025-07-31,2721.81,2496.33,2365.49,15.06,2.0,15.28,,,2025-11-26,2863.8,ma_breach,79,0.398,False
CHENNPETRO,2025-11-04,2025-11-10,1013.97,989.16,936.39,8.29,2.0,26.14,,,2025-11-26,936.39,stop,12,-1.0,False
NH,2025-11-19,2025-11-24,2043.5,2030.0,1920.78,6.39,2.0,33.3,,,2025-12-01,1920.78,stop,5,-1.0,False
NBCC,2025-11-24,2025-11-26,118.75,118.75,112.4,5.64,2.0,37.43,,,2025-12-03,112.4,stop,5,-1.0,False
NESTLEIND,2025-10-15,2025-10-20,1282.58,1218.42,1168.02,9.81,2.0,22.39,,,2025-12-08,1240.2,ma_breach,33,-0.37,False
NUVAMA,2025-11-26,2025-12-01,1478.86,1455.98,1379.91,7.17,2.0,29.89,,,2025-12-08,1420.12,ma_breach,5,-0.594,False
APLAPOLLO,2025-12-03,2025-12-08,1776.9,1757.4,1713.88,3.68,2.0,56.4,,,2025-12-11,1713.88,stop,3,-1.0,False
HINDZINC,2025-11-28,2025-12-03,491.03,480.42,467.87,4.95,2.0,42.41,2025-12-12,537.3361582071948,2025-12-15,560.49,target3,8,2.5,False
NAVINFLUOR,2025-12-09,2025-12-12,6032.74,5733.1,5428.03,11.14,2.0,19.95,,,2026-01-09,5743.09,ma_breach,19,-0.479,False
ADANIENSOL,2025-12-09,2025-12-11,986.0,976.95,945.4,4.29,2.0,48.58,2026-01-02,1067.1927487792968,2026-01-12,945.4,stop_half,21,0.5,False
GMRAIRPORT,2025-12-12,2025-12-15,104.74,104.74,98.13,6.73,2.0,31.7,,,2026-01-12,98.13,stop,19,-1.0,False
AIAENG,2025-12-30,2026-01-02,4080.0,4080.0,3753.04,8.71,2.0,24.96,,,2026-01-20,3753.04,stop,11,-1.0,False
BSE,2026-01-07,2026-01-12,2757.9,2757.9,2682.32,2.82,2.0,72.97,,,2026-01-20,2682.32,stop,6,-1.0,False
FORCEMOT,2026-01-16,2026-01-20,21260.0,20710.0,20134.85,5.59,2.0,37.79,,,2026-01-21,20134.85,stop,1,-1.0,False
BANKINDIA,2026-01-16,2026-01-20,157.89,152.6,148.45,6.36,2.0,33.43,,,2026-02-02,148.45,stop,8,-1.0,True
TECHM,2026-01-16,2026-01-21,1680.7,1680.7,1598.4,5.15,2.0,40.84,2026-02-03,1845.2998535156248,2026-02-04,1598.4,stop_half,9,0.5,False
CUB,2026-01-30,2026-02-03,243.0,228.52,216.53,12.22,2.0,18.36,,,2026-02-09,216.53,stop,4,-1.0,False
BSOFT,2026-02-05,2026-02-10,465.0,465.0,434.56,7.0,2.0,30.56,,,2026-02-12,434.56,stop,2,-1.0,False
BSE,2026-02-09,2026-02-12,3169.0,2997.7,2913.08,8.79,2.0,24.77,,,2026-02-16,2913.08,stop,2,-1.0,True
FORCEMOT,2026-01-30,2026-02-04,20008.0,19400.0,18111.87,10.47,2.0,21.1,2026-02-11,23800.260000000002,2026-02-17,25696.39,target3,9,2.5,False
GESHIP,2026-01-28,2026-02-02,1173.71,1173.71,1100.94,6.61,2.0,32.26,2026-02-10,1319.2654601173524,2026-03-05,1392.04,target3,22,2.5,False
CHENNPETRO,2026-02-27,2026-03-05,1010.99,965.35,902.99,11.96,2.0,18.72,,,2026-03-11,902.99,stop,4,-1.0,False
FEDERALBNK,2026-01-16,2026-01-20,278.4,278.4,247.2,12.62,2.0,17.85,,,2026-03-12,265.75,ma_breach,35,-0.405,False
GLENMARK,2026-03-06,2026-03-11,2243.0,2138.0,2092.31,7.2,2.0,29.77,,,2026-03-19,2092.31,stop,6,-1.0,False
GVT&D,2026-03-17,2026-03-19,3768.6,3713.7,3484.11,8.17,2.0,26.49,,,2026-03-23,3484.11,stop,2,-1.0,False
ASTRAL,2026-02-09,2026-02-12,1594.9,1498.3,1458.64,9.34,2.0,23.41,,,2026-04-02,1458.64,stop,32,-1.0,False
BHARATFORG,2026-02-12,2026-02-17,1754.89,1754.89,1616.13,8.59,2.0,25.29,,,2026-04-02,1616.13,stop,29,-1.0,False
KIRLOSENG,2026-03-24,2026-03-27,1378.0,1335.0,1253.65,9.92,2.0,22.16,2026-04-16,1626.7097512207033,2026-05-04,1751.06,target3,23,2.5,False
CHENNPETRO,2026-03-12,2026-03-17,973.29,952.45,861.65,12.96,2.0,17.44,,,2026-05-20,982.4,ma_breach,42,0.082,False
NATIONALUM,2026-03-27,2026-04-02,393.99,373.14,359.85,9.49,2.0,23.08,,,2026-05-21,407.0,ma_breach,33,0.381,False
GESHIP,2026-05-18,2026-05-21,1718.2,1718.2,1521.92,12.9,2.0,17.51,,,2026-05-27,1521.92,stop,4,-1.0,False
WELCORP,2026-04-10,2026-04-16,1061.48,963.8,944.12,12.43,2.0,18.09,2026-05-07,1296.1922150770492,2026-06-03,1413.55,target3,34,2.5,False
ACMESOLAR,2026-03-27,2026-04-02,274.0,274.0,250.91,9.2,2.0,23.73,2026-06-01,320.18231268310547,2026-06-04,343.27,target3,43,2.5,False
NMDC,2026-06-01,2026-06-03,96.1,93.7,87.41,9.94,2.0,22.12,,,2026-06-16,87.41,stop,9,-1.0,False
RRKABEL,2026-05-04,2026-05-07,1807.54,1794.48,1596.67,13.21,2.0,17.14,2026-06-04,2229.284845648367,2026-06-24,2440.16,target3,34,2.5,False
SAILIFE,2026-05-15,2026-05-20,1125.4,1118.7,948.35,18.67,2.0,12.71,,,2026-06-29,1247.9,eos,27,0.692,False
MINDACORP,2026-05-22,2026-05-27,596.95,590.0,531.52,12.31,2.0,18.25,,,2026-06-29,672.4,eos,22,1.153,False
NETWEB,2026-05-29,2026-06-01,4760.0,4760.0,4046.15,17.64,2.0,13.34,,,2026-06-29,4454.8,eos,20,-0.428,False
CHENNPETRO,2026-06-01,2026-06-04,1184.0,1114.2,1059.14,11.79,2.0,18.97,,,2026-06-29,1153.8,eos,16,-0.242,False
ABDL,2026-06-11,2026-06-16,624.1,606.75,554.64,12.52,2.0,17.97,,,2026-06-29,659.5,eos,9,0.51,False
