tkr,sig_date,entry_date,entry,stop0,risk_pct,half_date,half_px,exit_date,exit_px,reason,held,R,gap_through,net_pnl,stt_paid
RATNAMANI,2023-02-21,2023-02-23,2232.25,2081.35,2.0,,,2023-02-27,2081.35,stop,2,-1.0,False,-13743.4,357.14
RITES,2023-03-01,2023-03-06,160.75,148.59,2.0,,,2023-03-09,159.56,stall,2,-0.097,False,-2466.72,342.57
PFC,2023-03-03,2023-03-09,118.94,105.67,2.0,,,2023-03-20,105.67,stop,7,-1.0,False,-13622.26,223.81
KPITTECH,2023-03-15,2023-03-20,855.3,768.01,2.0,,,2023-04-03,768.01,stop,9,-1.0,False,-13016.38,234.21
RADICO,2023-01-27,2023-02-01,1126.34,1031.09,2.0,,,2023-04-12,1079.9,stall,46,-0.488,False,-7677.53,312.76
TRITURBINE,2023-02-27,2023-02-28,306.17,285.27,2.0,2023-03-01,347.96523930369176,2023-04-27,368.86,target3,37,2.5,False,29095.13,387.32
FINCABLES,2023-02-21,2023-02-24,703.71,645.61,2.0,2023-03-06,819.9034307891683,2023-04-28,878.0,target3,40,2.5,False,29878.08,331.81
RAYMOND,2023-04-24,2023-04-27,1620.69,1490.93,2.0,,,2023-05-22,1490.93,stop,16,-1.0,True,-12911.21,296.81
BHEL,2023-04-28,2023-05-04,86.4,76.94,2.0,,,2023-05-29,76.94,stop,17,-1.0,False,-13001.15,217.67
SUZLON,2023-05-26,2023-05-31,10.9,9.44,2.0,2023-06-07,13.818899236679076,2023-06-12,15.28,target3,8,2.5,False,32347.3,228.49
PFC,2023-04-06,2023-04-12,118.31,107.92,2.0,2023-06-08,139.09269386287326,2023-06-21,149.48,target3,48,2.5,False,30522.41,314.25
TORNTPOWER,2023-06-07,2023-06-08,692.17,598.63,2.0,,,2023-06-28,598.63,stop,14,-1.0,False,-14624.7,192.52
JBMA,2023-06-07,2023-06-09,467.62,399.9,2.0,2023-06-28,603.0667575780733,2023-06-30,670.79,target3,14,2.5,False,33373.7,222.81
EQUITASBNK,2023-02-21,2023-02-24,68.37,59.8,2.0,2023-05-30,85.49322769977621,2023-07-13,94.06,target3,92,2.5,False,30236.88,229.29
AETHER,2023-06-20,2023-06-23,1168.0,984.51,2.0,,,2023-08-09,1050.0,stall,32,-0.643,False,-9976.11,175.94
ABCAPITAL,2023-06-23,2023-06-28,193.2,167.83,2.0,,,2023-08-17,181.0,stall,34,-0.481,False,-7387.64,214.74
SONATSOFTW,2023-03-31,2023-04-03,406.64,362.21,2.0,2023-06-09,495.5068765612544,2023-08-28,494.99,stall_half,99,1.994,False,25163.55,260.91
METROBRAND,2023-05-24,2023-05-29,930.32,805.88,2.0,,,2023-09-04,1029.85,stall,68,0.8,False,9563.3,202.28
KEC,2023-05-19,2023-05-22,538.47,474.75,2.0,2023-07-26,665.9222118242183,2023-09-13,729.65,target3,80,2.5,False,31366.17,246.85
FACT,2023-06-12,2023-06-15,377.26,314.55,2.0,2023-07-13,502.6729703331542,2023-09-15,565.38,target3,64,2.5,False,34644.05,205.56
EIHOTEL,2023-08-30,2023-09-04,262.24,226.75,2.0,,,2023-09-20,226.75,stop,11,-1.0,False,-17250.29,226.74
CYIENT,2023-09-01,2023-09-06,1805.6,1559.32,2.0,,,2023-09-20,1559.32,stop,9,-1.0,False,-17088.3,227.88
IOB,2023-08-11,2023-08-17,32.5,27.07,2.0,2023-09-18,43.35419923782349,2023-10-04,48.78,target3,32,2.5,False,39687.31,232.24
IIFL,2023-07-10,2023-07-13,538.06,500.57,2.0,2023-08-01,613.0376438692346,2023-10-16,650.53,target3,64,2.5,False,37223.56,475.3
ANGELONE,2023-09-14,2023-09-20,181.13,166.42,2.0,2023-10-13,210.5614607077375,2023-10-20,225.28,target3,21,2.5,False,42246.38,467.43
BANKINDIA,2023-09-13,2023-09-15,98.36,88.26,2.0,,,2023-10-23,88.26,stop,24,-1.0,False,-17532.31,313.73
JINDALSAW,2023-10-11,2023-10-16,177.08,164.88,2.0,,,2023-10-26,164.88,stop,7,-1.0,False,-19939.71,508.86
CRISIL,2023-10-18,2023-10-23,4048.05,3704.57,2.0,,,2023-10-26,3704.57,stop,2,-1.0,False,-20132.16,421.13
NLCINDIA,2023-08-07,2023-08-10,127.48,108.93,2.0,,,2023-10-30,125.88,stall,53,-0.086,False,-2167.15,221.03
NETWORK18,2023-10-03,2023-10-06,73.5,63.24,2.0,,,2023-11-03,68.05,stall,19,-0.531,False,-10130.65,241.19
SWANENERGY,2023-10-25,2023-10-27,333.0,295.0,2.0,2023-11-08,408.9906,2023-11-13,446.99,target3,11,2.5,False,41347.86,336.1
BHEL,2023-11-10,2023-11-16,137.0,123.31,2.0,2023-11-29,164.3638001361803,2023-12-05,178.05,target3,12,2.5,False,46787.89,428.48
ZFCVINDIA,2023-07-27,2023-08-01,2161.27,1940.55,2.0,2023-09-06,2602.7086416284487,2023-12-15,2585.38,stall_half,92,1.961,False,30378.98,347.15
JINDALSAW,2023-10-26,2023-10-30,191.92,160.67,2.0,,,2023-12-21,198.62,stall,36,0.214,False,2964.45,217.04
MAPMYINDIA,2023-10-25,2023-10-26,1982.11,1863.65,2.0,2023-11-16,2219.029594112759,2023-12-22,2049.87,stall_half,39,1.286,False,20999.08,596.44
WELSPUNLIV,2023-10-25,2023-10-30,147.63,118.62,2.0,,,2023-12-28,142.2,stall,40,-0.187,False,-3565.04,173.57
IRB,2023-12-21,2023-12-22,20.68,18.39,2.0,2024-01-23,25.244100725083154,2024-01-29,27.53,target3,23,2.5,False,47003.03,393.4
CDSL,2023-11-08,2023-11-13,904.19,782.55,2.0,,,2024-01-30,869.82,stall,51,-0.283,False,-5670.57,267.77
360ONE,2023-11-30,2023-12-05,606.76,538.13,2.0,,,2024-01-31,615.42,stall,38,0.126,False,1268.48,353.8
IDEA,2023-11-01,2023-11-03,14.0,11.79,2.0,,,2024-02-02,14.3,stall,60,0.136,False,2028.33,230.47
OIL,2023-12-19,2023-12-21,225.67,202.46,2.0,2024-01-30,272.0778388025436,2024-02-06,295.28,target3,30,2.5,False,46372.31,413.69
ABFRL,2024-01-24,2024-01-30,243.4,222.53,2.0,,,2024-02-23,227.95,stall,18,-0.74,False,-16339.84,472.55
ALOKINDS,2024-01-02,2024-01-03,27.45,20.98,2.0,,,2024-02-29,28.05,stall,39,0.093,False,1520.39,168.73
EPIGRAL,2024-02-20,2024-02-23,1234.01,1052.47,2.0,,,2024-03-12,1052.47,stop,11,-1.0,False,-21865.88,263.77
EIDPARRY,2024-01-23,2024-01-29,623.9,559.84,2.0,,,2024-03-13,559.84,stop,31,-1.0,False,-21839.03,379.04
NSLNISP,2024-01-25,2024-01-31,66.2,55.24,2.0,,,2024-03-13,55.24,stop,29,-1.0,False,-21409.82,232.69
MSUMI,2024-01-30,2024-02-02,46.18,40.2,2.0,,,2024-03-13,40.2,stop,27,-1.0,False,-21849.57,307.67
UCOBANK,2024-02-02,2024-02-06,57.31,46.98,2.0,,,2024-03-13,46.98,stop,25,-1.0,False,-22037.54,218.49
INDUSTOWER,2024-02-28,2024-03-04,265.55,234.27,2.0,,,2024-03-13,234.27,stop,6,-1.0,False,-21015.89,326.37
NIACL,2023-11-24,2023-11-29,224.19,171.9,2.0,,,2024-03-14,214.85,deep,72,-0.179,False,-3709.3,160.74
GRAPHITE,2024-03-07,2024-03-13,619.4,572.66,2.0,,,2024-03-14,572.66,stop,1,-1.0,False,-19646.83,479.08
INTELLECT,2024-03-07,2024-03-13,1109.8,1066.08,2.0,,,2024-03-19,1066.08,stop,4,-1.0,False,-20467.13,934.81
SPARC,2024-04-04,2024-04-08,455.3,395.6,2.0,,,2024-04-15,395.6,stop,4,-1.0,True,-19118.76,259.57
REDINGTON,2024-03-12,2024-03-14,195.84,184.82,2.0,2024-04-08,217.89102425817356,2024-05-13,196.75,stall_half,37,1.041,False,17188.55,644.7
AMBUJACEM,2024-03-14,2024-03-19,577.95,544.79,2.0,,,2024-05-13,577.31,stall,34,-0.019,False,-1422.73,603.84
GESHIP,2024-03-14,2024-03-19,949.14,846.27,2.0,,,2024-05-16,978.82,stall,37,0.288,False,3862.81,324.87
ADANIPOWER,2024-05-08,2024-05-13,120.62,114.37,2.0,2024-05-21,133.12896153259277,2024-05-22,139.38,target3,6,2.5,False,41676.86,705.54
ENGINERSIN,2024-05-16,2024-05-22,263.42,238.27,2.0,,,2024-05-28,238.27,stop,4,-1.0,False,-19484.79,375.31
SJVN,2024-03-14,2024-03-18,123.48,94.49,2.0,,,2024-06-05,122.46,deep,51,-0.035,False,-887.32,149.92
ENDURANCE,2024-05-15,2024-05-21,2172.31,2000.69,2.0,2024-06-13,2515.5625153400415,2024-06-14,2687.19,target3,18,2.5,False,43445.1,502.95
MOTHERSON,2024-05-23,2024-05-28,95.19,86.06,2.0,2024-06-14,113.44696364437246,2024-06-20,122.58,target3,16,2.5,False,48180.25,457.81
VIJAYA,2024-05-08,2024-05-13,791.32,651.85,2.0,,,2024-07-02,780.7,stall,34,-0.076,False,-1985.41,193.63
BEML,2024-05-13,2024-05-16,1877.71,1603.21,2.0,2024-07-05,2426.710690038831,2024-07-05,2701.21,target3,34,2.5,False,44352.64,290.45
CHEMPLASTS,2024-06-10,2024-06-13,563.7,402.4,2.0,,,2024-07-24,521.9,stall,27,-0.259,False,-5576.03,132.75
VEDL,2024-04-09,2024-04-15,317.59,271.97,2.0,2024-05-21,408.827878609885,2024-07-29,388.62,stall_half,70,1.779,False,30551.05,274.08
BDL,2024-05-17,2024-05-21,1259.22,1013.43,2.0,2024-07-05,1750.7993736941287,2024-07-30,1457.9,stall_half,48,1.404,False,25011.08,210.67
FSL,2024-07-02,2024-07-05,226.59,207.58,2.0,2024-07-30,264.59578527183373,2024-08-01,283.6,target3,18,2.5,False,53382.38,573.43
APARINDS,2024-07-29,2024-08-01,9188.64,8094.83,2.0,,,2024-08-05,8094.83,stop,2,-1.0,False,-23819.11,365.96
FACT,2024-06-14,2024-06-20,906.99,766.17,2.0,,,2024-08-16,925.41,stall,39,0.131,False,2224.63,269.5
3MINDIA,2024-06-11,2024-06-14,35696.45,33179.22,2.0,,,2024-08-19,35357.64,stall,43,-0.135,False,-3707.62,564.46
KNRCON,2024-06-05,2024-06-07,381.64,291.67,2.0,,,2024-08-20,343.66,stall,49,-0.422,False,-8361.26,154.39
PCBL,2024-08-01,2024-08-05,352.65,313.83,2.0,2024-08-21,430.2941088226779,2024-08-23,469.11,target3,13,2.5,False,56004.51,470.01
IDBI,2024-07-24,2024-07-25,96.53,83.84,2.0,,,2024-09-09,86.55,stall,31,-0.787,False,-17954.22,318.65
ASHOKLEY,2024-07-25,2024-07-30,121.91,106.8,2.0,,,2024-09-16,116.94,stall,33,-0.329,False,-8175.63,361.72
NYKAA,2024-08-21,2024-08-23,228.3,190.43,2.0,,,2024-09-26,199.35,stall,24,-0.764,False,-17619.28,253.53
TRITURBINE,2024-08-12,2024-08-16,779.38,670.19,2.0,,,2024-10-03,676.21,stall,33,-0.945,False,-20869.4,287.15
POLICYBZR,2024-08-13,2024-08-19,1703.85,1436.46,2.0,,,2024-10-09,1667.0,stall,36,-0.138,False,-3522.19,276.64
SAREGAMA,2024-09-30,2024-10-03,646.07,548.24,2.0,,,2024-10-14,548.24,stop,7,-1.0,False,-22871.62,273.21
GLS,2024-10-08,2024-10-09,1213.54,1105.01,2.0,,,2024-10-18,1105.01,stop,7,-1.0,False,-23511.91,467.33
SHARDACROP,2024-10-15,2024-10-18,599.18,558.33,2.0,,,2024-10-25,558.33,stop,5,-1.0,False,-23548.09,607.07
EPIGRAL,2024-09-09,2024-09-11,2139.57,1769.82,2.0,,,2024-10-28,1909.93,deep,32,-0.621,False,-14577.79,242.13
ECLERX,2024-08-16,2024-08-21,1353.15,1199.16,2.0,,,2024-10-30,1427.87,stall,49,0.485,False,9351.52,400.17
FLUOROCHEM,2024-09-11,2024-09-16,4393.16,3855.31,2.0,,,2024-11-14,4079.18,stall,42,-0.584,False,-13532.88,348.25
EPL,2024-08-14,2024-08-19,244.6,209.72,2.0,,,2024-11-25,256.83,stall,67,0.351,False,7129.26,315.53
MAXHEALTH,2024-10-25,2024-10-30,974.18,900.51,2.0,,,2024-12-02,973.83,stall,21,-0.005,False,-1049.19,530.04
BSE,2024-11-27,2024-12-02,1548.45,1420.76,2.0,2024-12-06,1803.8310357311361,2024-12-20,1931.52,target3,14,2.5,False,52393.27,571.69
DEEPAKFERT,2024-10-23,2024-10-25,1125.94,948.35,2.0,,,2024-12-23,1125.89,deep,39,-0.0,False,-465.08,255.25
NEULANDLAB,2024-11-11,2024-11-14,14597.91,12792.59,2.0,,,2024-12-23,14138.29,deep,25,-0.255,False,-5730.86,322.06
DOMS,2024-11-19,2024-11-25,2936.33,2659.11,2.0,,,2024-12-23,2659.11,stop,20,-1.0,False,-21991.1,414.57
AMBER,2024-12-19,2024-12-23,6189.0,5869.12,2.0,2024-12-24,6828.75,2024-12-24,7148.62,target3,1,2.5,False,50487.87,857.4
COFORGE,2024-10-23,2024-10-25,1519.5,1369.74,2.0,2024-12-12,1819.000215533143,2024-12-30,1968.75,target3,43,2.5,False,49498.72,458.83
HINDPETRO,2024-12-19,2024-12-24,396.37,374.64,2.0,,,2025-01-06,374.64,stop,8,-1.0,False,-23243.21,774.97
NAM-INDIA,2024-12-06,2024-12-11,785.96,675.34,2.0,,,2025-01-08,675.34,stop,19,-1.0,False,-23389.02,295.33
MANKIND,2024-12-18,2024-12-20,2906.65,2622.39,2.0,,,2025-01-13,2622.39,stop,15,-1.0,False,-22232.96,417.81
ZENTEC,2024-12-19,2024-12-24,2593.35,2256.56,2.0,,,2025-01-13,2256.56,stop,13,-1.0,False,-22414.6,314.63
APARINDS,2025-01-01,2025-01-06,10896.98,10229.68,2.0,,,2025-01-13,10229.68,stop,5,-1.0,False,-23061.62,690.76
HCLTECH,2025-01-08,2025-01-13,1872.16,1776.2,2.0,,,2025-01-14,1776.2,stop,1,-1.0,False,-21627.79,769.66
CRISIL,2024-12-30,2025-01-01,6262.07,5396.29,2.0,,,2025-01-20,5396.29,stop,13,-1.0,False,-22583.56,290.42
BSE,2025-01-13,2025-01-14,1752.81,1667.43,2.0,2025-01-15,1923.5487006064006,2025-01-20,2008.92,target3,4,2.5,False,47484.35,854.21
FSL,2025-01-14,2025-01-16,371.05,341.28,2.0,,,2025-01-22,341.28,stop,4,-1.0,False,-20730.11,475.6
360ONE,2025-01-15,2025-01-20,1199.46,1111.83,2.0,,,2025-01-22,1179.8,stall,2,-0.224,False,-5464.12,542.91
LAURUSLABS,2025-01-17,2025-01-22,578.16,549.55,2.0,,,2025-01-27,549.55,stop,3,-1.0,False,-20785.45,764.99
AMBER,2025-01-23,2025-01-24,7200.0,6291.05,2.0,,,2025-01-28,6640.1,stall,2,-0.616,False,-12398.03,293.41
PTCIL,2025-01-03,2025-01-08,16901.0,13256.78,2.0,,,2025-02-07,14555.0,stall,23,-0.644,False,-14465.16,185.26
EICHERMOT,2025-01-22,2025-01-27,5123.57,4884.91,2.0,,,2025-02-12,4884.91,stop,13,-1.0,False,-20910.96,815.38
MARICO,2025-01-08,2025-01-13,660.87,613.22,2.0,,,2025-02-13,623.79,stall,24,-0.778,False,-16737.25,545.82
REDINGTON,2025-02-10,2025-02-13,239.47,224.18,2.0,,,2025-02-18,224.18,stop,3,-1.0,False,-18719.3,538.29
BHARTIARTL,2025-02-07,2025-02-12,1693.39,1619.82,2.0,,,2025-02-20,1619.82,stop,6,-1.0,False,-19244.24,801.68
SUNDARMFIN,2025-02-17,2025-02-18,4587.42,4338.02,2.0,,,2025-02-25,4338.02,stop,5,-1.0,False,-19692.83,626.31
NH,2025-02-18,2025-02-20,1376.76,1310.6,2.0,2025-02-25,1509.0757335858418,2025-03-03,1575.23,target3,6,2.5,False,40218.29,756.49
CHOLAHLDNG,2025-02-28,2025-03-03,1668.85,1541.24,2.0,,,2025-03-17,1541.24,stop,9,-1.0,False,-18474.76,427.15
ABBOTINDIA,2025-02-24,2025-02-25,29439.97,28118.34,2.0,,,2025-04-07,28118.34,stop,26,-1.0,True,-17928.34,724.04
NAVA,2025-03-26,2025-04-01,508.97,456.27,2.0,,,2025-04-07,456.27,stop,4,-1.0,True,-18986.07,326.84
PNBHOUSING,2025-04-04,2025-04-08,960.11,923.96,2.0,,,2025-04-09,923.96,stop,1,-1.0,False,-18166.9,865.72
GODFRYPHLP,2025-03-11,2025-03-17,1872.57,1646.74,2.0,2025-04-01,2324.2326648450758,2025-04-22,2550.06,target3,22,2.5,False,41650.97,322.38
AAVAS,2025-04-07,2025-04-09,2061.05,1672.53,2.0,,,2025-05-06,1812.0,deep,15,-0.641,False,-11010.29,166.56
ASTRAZEN,2025-04-07,2025-04-09,8052.48,7169.44,2.0,,,2025-05-15,7975.24,stall,22,-0.087,False,-2007.34,303.27
NAVINFLUOR,2025-01-29,2025-01-31,4179.82,3485.55,2.0,,,2025-05-26,4258.88,stall,75,0.114,False,1688.92,223.16
JSWHL,2025-05-12,2025-05-15,24375.0,22177.8,2.0,,,2025-06-04,22595.0,stall,14,-0.81,False,-15699.04,379.24
AIIL,2025-05-09,2025-05-13,383.91,329.91,2.0,2025-06-03,491.90608312799753,2025-06-25,545.9,target3,31,2.5,False,43176.75,295.68
NH,2025-03-03,2025-03-04,1655.1,1445.15,2.0,2025-06-25,2075.013058199116,2025-06-27,2284.97,target3,77,2.5,False,42653.19,315.8
ASTRAZEN,2025-06-02,2025-06-04,9455.68,8363.51,2.0,,,2025-07-02,8928.48,stall,20,-0.483,False,-9399.51,308.42
GODREJIND,2025-06-05,2025-06-10,1348.0,1179.42,2.0,,,2025-07-02,1179.42,stop,16,-1.0,False,-19706.25,280.71
COROMANDEL,2025-04-07,2025-04-09,2047.57,1838.93,2.0,2025-05-13,2464.8450045404543,2025-07-09,2200.93,stall_half,61,1.368,False,22218.08,350.81
BDL,2025-06-27,2025-07-02,1977.16,1818.26,2.0,,,2025-07-14,1818.26,stop,8,-1.0,False,-20303.33,464.97
BHARTIHEXA,2025-04-16,2025-04-22,1642.05,1480.85,2.0,2025-06-27,1964.4580337109974,2025-07-21,1781.98,stall_half,63,1.434,False,24480.45,382.74
SBFC,2025-07-09,2025-07-14,118.5,110.54,2.0,,,2025-07-25,110.54,stop,9,-1.0,False,-20925.17,546.97
RPOWER,2025-05-23,2025-05-26,53.1,44.36,2.0,2025-06-10,70.58879237365723,2025-07-28,55.0,deep_half,45,1.109,False,19047.37,232.71
LTFOODS,2025-06-24,2025-06-27,445.71,399.08,2.0,,,2025-08-14,459.77,stall,34,0.301,False,4972.31,362.37
GMDCLTD,2025-07-18,2025-07-22,434.93,367.77,2.0,2025-09-15,569.2554351701118,2025-09-23,636.42,target3,43,2.5,False,46313.3,289.46
JMFINANCIL,2025-08-11,2025-08-13,162.68,148.83,2.0,2025-08-21,190.3813283823262,2025-09-25,167.45,stall_half,29,1.172,False,20808.43,455.01
CCL,2025-06-23,2025-06-25,847.16,772.57,2.0,,,2025-10-01,844.72,stall,68,-0.033,False,-1377.04,424.7
FORTIS,2025-07-22,2025-07-25,844.35,793.62,2.0,2025-08-13,945.8178111652771,2025-10-01,996.55,target3,46,2.5,False,45033.04,661.66
ENDURANCE,2025-08-18,2025-08-20,2925.0,2628.27,2.0,,,2025-10-01,2742.0,stall,29,-0.617,False,-13339.34,372.69
TATAINVEST,2025-09-23,2025-09-24,820.77,723.69,2.0,2025-09-30,1014.9219020409355,2025-10-03,1112.0,target3,6,2.5,False,51364.91,404.44
GLAND,2025-09-26,2025-10-01,1992.0,1878.12,2.0,,,2025-10-13,1924.0,stall,7,-0.597,False,-15092.44,723.35
ABCAPITAL,2025-09-29,2025-10-01,292.5,279.27,2.0,2025-10-30,318.9591243896484,2025-10-31,332.19,target3,20,2.5,False,50819.78,982.76
CREDITACC,2025-10-29,2025-10-31,1479.0,1368.63,2.0,,,2025-11-06,1368.63,stop,3,-1.0,False,-24080.16,593.71
GRAPHITE,2025-10-27,2025-10-30,625.0,556.24,2.0,,,2025-11-10,556.24,stop,6,-1.0,False,-23218.98,386.94
NEULANDLAB,2025-11-04,2025-11-10,19000.0,17099.88,2.0,,,2025-11-11,17099.88,stop,1,-1.0,False,-23289.43,427.84
HINDCOPPER,2025-11-07,2025-11-12,359.32,316.58,2.0,,,2025-11-21,316.58,stop,7,-1.0,False,-22357.36,343.71
ADANIPOWER,2025-09-19,2025-09-22,148.2,132.94,2.0,2025-09-23,178.7261162109375,2025-11-24,150.0,stall_half,42,1.059,False,20433.92,409.4
RBLBANK,2025-10-08,2025-10-13,290.45,273.53,2.0,2025-10-20,324.2976610107422,2025-12-08,306.7,stall_half,38,1.48,False,29847.84,754.91
NESTLEIND,2025-10-15,2025-10-20,1282.58,1168.02,2.0,,,2025-12-08,1240.2,stall,33,-0.37,False,-8876.76,477.36
INDIACEM,2025-12-04,2025-12-05,413.25,373.23,2.0,,,2025-12-09,408.0,stall,2,-0.131,False,-4298.87,434.55
COROMANDEL,2025-12-05,2025-12-10,2365.67,2243.9,2.0,,,2025-12-11,2243.9,stop,1,-1.0,False,-22334.71,791.51
NH,2025-11-13,2025-11-18,2008.0,1755.14,2.0,,,2025-12-19,1846.1,stall,23,-0.64,False,-14652.09,334.47
BSE,2025-10-31,2025-11-06,2495.0,2323.77,2.0,2025-11-18,2837.4520048828126,2025-12-22,2698.2,stall_half,32,1.593,False,34418.5,687.82
HINDCOPPER,2025-12-04,2025-12-08,371.4,341.11,2.0,2025-12-24,431.99137268528034,2025-12-26,462.28,target3,13,2.5,False,52294.45,576.42
IIFL,2025-12-22,2025-12-26,601.35,557.46,2.0,,,2026-01-22,557.46,stop,19,-1.0,False,-22418.21,565.08
APLAPOLLO,2025-12-17,2025-12-22,1825.0,1718.28,2.0,2026-01-23,2038.44,2026-01-29,2145.16,target3,26,2.5,False,50144.48,756.14
JSL,2026-01-27,2026-01-29,830.47,728.57,2.0,,,2026-02-02,790.0,stall,2,-0.397,False,-9852.86,367.98
CUB,2026-01-21,2026-01-23,213.0,199.23,2.0,2026-02-03,240.54884390258792,2026-02-23,211.27,stall_half,20,0.937,False,19699.44,713.28
CRAFTSMAN,2025-12-09,2025-12-11,7100.0,6716.28,2.0,2026-01-02,7867.446,2026-03-09,7201.0,stall_half,58,1.132,False,20265.5,774.33
AXISBANK,2026-01-29,2026-02-03,1403.0,1304.69,2.0,,,2026-03-09,1304.69,stop,23,-1.0,True,-23420.34,614.61
J&KBANK,2026-02-25,2026-02-27,120.63,109.39,2.0,,,2026-03-09,109.39,stop,5,-1.0,False,-24936.89,476.23
ABSLAMC,2026-03-05,2026-03-09,901.0,867.08,2.0,2026-03-10,968.8358756103516,2026-03-10,1002.75,target3,1,2.5,False,51634.39,1245.97
EMCURE,2026-03-09,2026-03-10,1557.3,1393.51,2.0,,,2026-03-12,1560.0,stall,2,0.016,False,-1059.8,402.37
SAIL,2025-12-30,2026-01-02,148.6,133.41,2.0,,,2026-03-16,148.97,stall,49,0.024,False,-249.08,447.49
AARTIIND,2026-03-05,2026-03-10,423.7,407.44,2.0,2026-03-12,456.2157244262695,2026-03-23,407.44,stop_half,9,0.5,False,6677.16,1112.56
J&KBANK,2026-03-10,2026-03-12,123.51,112.78,2.0,,,2026-03-23,112.78,stop,7,-1.0,False,-23809.74,504.2
SYRMA,2026-03-20,2026-03-24,796.85,759.24,2.0,,,2026-03-27,816.05,stall,2,0.511,False,9588.07,948.93
OIL,2026-01-27,2026-01-30,503.84,426.4,2.0,,,2026-04-16,465.85,stall,49,-0.491,False,-11749.0,286.69
ASTERDM,2026-03-24,2026-03-27,650.15,618.92,2.0,2026-04-27,712.6230848109087,2026-05-04,743.86,target3,23,2.5,False,54454.25,992.75
ADANIENSOL,2026-04-22,2026-04-27,1425.0,1264.03,2.0,,,2026-05-12,1264.03,stop,11,-1.0,False,-25013.62,405.67
CHENNPETRO,2026-03-12,2026-03-17,973.29,861.65,2.0,,,2026-05-21,1012.3,stall,43,0.349,False,7217.63,404.42
WELCORP,2026-04-10,2026-04-16,1061.48,944.12,2.0,2026-05-07,1296.1922150770492,2026-06-03,1413.55,target3,34,2.5,False,55857.83,473.69
ACUTAAS,2026-04-30,2026-05-05,2710.0,2483.51,2.0,2026-05-29,3162.9719999999998,2026-06-08,3389.46,target3,24,2.5,False,60829.81,655.59
RRKABEL,2026-05-07,2026-05-12,1955.07,1799.96,2.0,2026-06-16,2265.3021647608784,2026-06-23,2420.42,target3,30,2.5,False,61943.81,700.51
AUROPHARMA,2026-03-09,2026-03-12,1308.0,1180.92,2.0,2026-06-25,1562.164248779297,2026-06-29,1547.5,eos,73,1.942,False,43554.35,515.93
AIAENG,2026-05-26,2026-05-29,4461.0,3966.03,2.0,,,2026-06-29,4951.4,eos,20,0.991,False,23249.86,478.38
NETWEB,2026-05-29,2026-06-03,4800.0,4046.15,2.0,,,2026-06-29,4454.8,eos,18,-0.458,False,-12329.27,315.33
DATAPATTNS,2026-06-05,2026-06-10,4600.0,4146.85,2.0,,,2026-06-29,4472.1,eos,12,-0.282,False,-8390.43,527.76
ABDL,2026-06-11,2026-06-16,624.1,554.64,2.0,,,2026-06-29,659.5,eos,9,0.51,False,11633.72,483.09
OFSS,2026-06-24,2026-06-26,10974.5,9864.63,2.0,,,2026-06-29,10874.5,eos,1,-0.09,False,-3495.67,548.18
