tkr,sig_date,entry_date,entry,stop0,risk_pct,entry_to_stop_pct,half_date,half_px,exit_date,exit_px,reason,held,R,net_pnl,stt_paid
CDSL,2020-05-26,2020-05-27,117.02,102.21,2.0,14.49,2020-07-20,146.62954417506495,2020-08-24,179.23,time,63,3.101,50238.53,313.02
AARTIIND,2020-08-03,2020-08-04,504.9,461.66,2.0,9.36,2020-08-21,591.3626203870546,2020-09-01,504.89,trail,20,1.0,17860.96,475.64
JAICORPLTD,2020-06-22,2020-06-24,85.85,67.5,2.0,27.19,,,2020-09-04,83.88,ma_breach,52,-0.107,-2599.43,172.12
BPCL,2020-07-20,2020-07-21,151.32,121.74,2.0,24.3,,,2020-09-08,135.45,ma_breach,35,-0.536,-10878.08,190.47
ERIS,2020-08-03,2020-08-04,528.72,384.91,2.0,37.36,,,2020-09-10,470.51,ma_breach,27,-0.405,-8378.5,135.68
FINEORG,2020-07-13,2020-07-14,2015.48,1850.61,2.0,8.91,2020-08-04,2345.2148307277603,2020-09-22,2611.86,trail,50,2.809,52841.86,530.87
ADANIENSOL,2020-08-24,2020-08-25,288.9,229.87,2.0,25.68,,,2020-09-24,237.2,ma_breach,22,-0.876,-19805.13,194.61
CRISIL,2020-06-29,2020-06-30,1512.92,1333.56,2.0,13.45,,,2020-09-28,1593.06,ma_breach,64,0.447,7104.48,318.56
TATAMOTORS,2020-08-31,2020-09-02,143.07,117.57,2.0,21.69,,,2020-10-15,128.11,ma_breach,30,-0.587,-12298.12,215.96
ICRA,2020-09-28,2020-09-29,2655.56,2532.92,2.0,4.84,,,2020-10-16,2532.92,stop,12,-1.0,-25512.32,852.2
ADVENZYMES,2020-08-03,2020-08-04,205.93,149.48,2.0,37.76,2020-09-30,318.82497886848245,2020-10-26,290.33,trail,58,1.748,33508.56,176.6
INDIACEM,2020-09-14,2020-09-15,124.11,105.87,2.0,17.23,,,2020-10-29,113.9,ma_breach,31,-0.56,-12812.67,276.11
SUDARSCHEM,2020-08-24,2020-08-25,465.94,393.87,2.0,18.3,,,2020-10-30,433.4,ma_breach,47,-0.452,-10814.0,272.51
ENDURANCE,2020-11-02,2020-11-03,1059.42,955.42,2.0,10.89,,,2020-11-09,1045.69,ma_breach,4,-0.132,-4107.63,409.79
BSE,2020-11-09,2020-11-10,52.69,48.57,2.0,8.48,,,2020-11-14,53.21,ma_breach,4,0.127,760.32,533.13
AEGISLOG,2020-11-14,2020-11-17,207.55,188.41,2.0,10.16,2020-12-01,245.83083425021255,2020-12-21,219.72,trail,23,1.318,24832.77,482.0
HINDZINC,2020-10-19,2020-10-20,131.7,117.19,2.0,12.38,2020-12-09,160.7085206864829,2020-12-22,147.78,trail,44,1.554,29768.04,395.05
IRCTC,2020-12-07,2020-12-09,318.42,257.01,2.0,23.89,,,2020-12-22,257.01,stop,9,-1.0,-22717.51,209.35
BLUEDART,2020-09-14,2020-09-15,2938.21,2257.3,2.0,30.16,,,2021-01-19,3819.59,ma_breach,87,1.294,26661.03,210.06
PIDILITIND,2020-10-19,2020-10-20,752.67,714.37,2.0,5.36,2020-12-18,829.2684018891173,2021-01-19,847.53,time,63,2.238,43362.57,832.56
SWSOLAR,2021-01-04,2021-01-05,274.75,222.03,2.0,23.75,,,2021-01-27,238.0,ma_breach,15,-0.697,-16133.65,214.62
WOCKPHARMA,2020-11-23,2020-11-24,400.44,268.95,2.0,48.89,,,2021-02-01,444.14,ma_breach,46,0.332,6414.74,132.99
TASTYBITE,2020-12-21,2020-12-22,12291.37,10981.29,2.0,11.93,,,2021-02-01,11771.93,ma_breach,27,-0.396,-11109.09,398.37
3MINDIA,2021-02-08,2021-02-09,20200.23,17426.43,2.0,15.92,,,2021-02-16,19355.77,ma_breach,5,-0.304,-8217.76,330.71
ITC,2021-01-18,2021-01-19,165.06,150.16,2.0,9.92,,,2021-02-25,160.32,ma_breach,26,-0.318,-7889.73,482.58
SFL,2020-12-01,2020-12-02,794.5,660.51,2.0,20.29,2021-01-21,1062.4723743896484,2021-03-03,1016.9,time,63,1.83,37785.85,294.34
AJANTPHARM,2020-12-28,2020-12-29,1068.07,964.36,2.0,10.75,,,2021-03-05,1102.1,ma_breach,47,0.328,5642.6,463.29
CONCOR,2021-02-01,2021-02-02,428.77,377.36,2.0,13.62,2021-02-12,531.6004837321241,2021-03-17,504.48,trail,30,1.736,37378.5,404.16
ABREL,2021-02-01,2021-02-02,429.39,378.18,2.0,13.54,2021-03-03,531.808318823508,2021-03-18,465.66,trail,31,1.354,28326.22,397.78
GREAVESCOT,2021-02-15,2021-02-16,91.79,82.49,2.0,11.27,2021-02-17,110.38738106845106,2021-03-18,121.81,trail,21,2.614,58491.77,515.56
CCL,2021-03-08,2021-03-09,254.4,219.87,2.0,15.71,,,2021-03-22,234.2,ma_breach,8,-0.585,-16329.9,364.09
SHOPERSTOP,2021-03-08,2021-03-09,265.55,206.49,2.0,28.6,,,2021-03-25,206.49,stop,11,-1.0,-26453.39,205.69
CRISIL,2021-03-22,2021-03-23,1820.14,1725.23,2.0,5.5,,,2021-03-31,1751.86,ma_breach,5,-0.719,-21288.41,901.39
INFIBEAM,2021-03-30,2021-03-31,24.0,20.23,2.0,18.64,,,2021-04-09,22.4,ma_breach,6,-0.424,-10621.51,292.74
ABFRL,2021-03-01,2021-03-03,209.8,164.54,2.0,27.51,,,2021-04-15,175.0,ma_breach,27,-0.769,-19595.92,212.45
BHEL,2021-03-01,2021-03-03,51.51,36.13,2.0,42.57,,,2021-04-16,45.79,ma_breach,28,-0.372,-9584.13,158.09
AIAENG,2021-03-30,2021-03-31,1933.54,1806.79,2.0,7.02,,,2021-04-16,1811.54,ma_breach,10,-0.963,-25356.07,702.8
CENTRALBK,2021-04-12,2021-04-13,17.49,15.45,2.0,13.2,,,2021-04-19,15.45,stop,3,-1.0,-23463.39,358.76
3MINDIA,2021-03-01,2021-03-02,22760.51,19365.6,2.0,17.53,,,2021-04-29,23967.33,ma_breach,37,0.355,7578.69,339.45
AARTIIND,2021-02-15,2021-02-17,613.48,527.97,2.0,16.19,2021-04-28,784.4862877003939,2021-05-25,814.89,time,63,2.178,49038.44,382.31
CCL,2021-04-19,2021-04-20,248.21,220.16,2.0,12.74,2021-05-06,304.32319667679826,2021-06-18,316.61,trail,41,2.219,46236.54,435.65
GUJALKALI,2021-04-12,2021-04-15,395.79,305.31,2.0,29.63,,,2021-06-21,359.41,ma_breach,45,-0.402,-9647.56,186.73
INDOSTAR,2021-05-31,2021-06-01,330.0,301.7,2.0,9.38,2021-06-04,386.60400000000004,2021-06-21,348.35,trail,14,1.324,30102.14,634.61
GESHIP,2021-05-03,2021-05-04,274.6,231.94,2.0,18.39,2021-06-01,359.907716323697,2021-06-25,320.1,trail,37,1.533,34592.21,336.1
DISHTV,2021-05-10,2021-05-11,12.8,8.84,2.0,44.78,,,2021-07-05,13.55,ma_breach,38,0.189,4097.53,164.14
CARERATING,2021-04-19,2021-04-20,430.3,385.85,2.0,11.52,2021-05-27,519.1926959790021,2021-07-20,637.81,time,63,3.334,71209.43,496.55
HDFCLIFE,2021-06-21,2021-06-22,706.63,661.11,2.0,6.88,,,2021-07-20,661.11,stop,20,-1.0,-29178.08,831.85
SPICEJET,2021-06-28,2021-06-29,82.0,64.94,2.0,26.28,,,2021-07-22,76.0,ma_breach,16,-0.352,-10480.36,252.69
BAJFINANCE,2021-04-26,2021-04-28,478.51,424.25,2.0,12.79,2021-06-10,587.0409806997847,2021-07-28,610.64,time,63,2.217,48449.83,440.91
GLENMARK,2021-04-19,2021-04-20,574.58,475.74,2.0,20.78,,,2021-07-29,579.69,ma_breach,69,0.052,670.6,255.48
AVANTIFEED,2021-07-05,2021-07-06,615.24,493.82,2.0,24.59,,,2021-08-16,560.47,ma_breach,28,-0.451,-12896.48,266.52
HERITGFOOD,2021-06-07,2021-06-08,210.95,157.08,2.0,34.3,,,2021-08-25,224.59,ma_breach,54,0.253,6123.1,220.13
POLYMED,2021-08-23,2021-08-24,917.46,811.74,2.0,13.02,,,2021-08-30,925.38,ma_breach,4,0.075,387.09,486.02
IPCALAB,2021-07-26,2021-07-27,1096.86,1008.8,2.0,8.73,2021-08-23,1272.977040572538,2021-09-20,1187.77,trail,37,1.516,38284.44,710.69
SUVENPHAR,2021-07-26,2021-07-27,492.99,445.74,2.0,10.6,,,2021-09-22,508.67,ma_breach,39,0.332,6926.95,570.0
ABFRL,2021-08-30,2021-08-31,208.15,189.16,2.0,10.04,,,2021-09-22,203.0,ma_breach,15,-0.271,-9664.42,603.05
BSOFT,2021-05-24,2021-05-25,279.95,202.62,2.0,38.17,,,2021-10-04,379.13,ma_breach,91,1.283,31350.56,213.29
POLYMED,2021-10-11,2021-10-12,955.51,761.27,2.0,25.52,,,2021-10-26,896.92,ma_breach,9,-0.302,-9624.89,273.99
APOLLOTYRE,2021-09-20,2021-09-22,215.59,201.32,2.0,7.09,,,2021-10-27,208.41,ma_breach,24,-0.503,-15205.38,811.97
CANBK,2021-08-02,2021-08-03,26.41,24.03,2.0,9.89,2021-10-12,31.160579910270812,2021-11-03,38.25,time,63,3.491,91905.18,685.99
BALRAMCHIN,2021-11-01,2021-11-02,324.15,287.76,2.0,12.65,,,2021-11-09,320.37,ma_breach,4,-0.104,-3963.7,517.68
CCL,2021-11-01,2021-11-02,375.29,338.1,2.0,11.0,,,2021-11-09,375.48,ma_breach,4,0.005,-1913.41,590.02
EICHERMOT,2021-11-08,2021-11-09,2591.36,2374.96,2.0,9.11,,,2021-11-15,2604.6,ma_breach,4,0.061,537.56,718.76
BHEL,2021-10-04,2021-10-05,65.42,55.11,2.0,18.72,,,2021-11-16,63.25,ma_breach,28,-0.21,-6575.02,352.15
3MINDIA,2021-11-08,2021-11-09,25547.56,23201.83,2.0,10.11,,,2021-11-18,23201.83,stop,7,-1.0,-32112.72,622.12
APOLLOTYRE,2021-11-15,2021-11-16,223.1,208.49,2.0,7.01,,,2021-11-22,208.49,stop,3,-1.0,-30555.29,857.06
KOTAKBANK,2021-09-20,2021-09-22,401.92,357.28,2.0,12.5,,,2021-11-24,394.46,ma_breach,42,-0.167,-5446.06,487.54
PIIND,2021-11-22,2021-11-24,2893.47,2706.57,2.0,6.91,,,2021-11-30,2924.07,ma_breach,4,0.164,2962.5,856.2
VIPIND,2021-08-16,2021-08-17,472.22,368.34,2.0,28.2,,,2021-12-01,561.93,ma_breach,71,0.864,23682.09,278.78
ECLERX,2021-11-01,2021-11-03,788.7,583.67,2.0,35.13,,,2021-12-02,727.8,ma_breach,19,-0.297,-9524.57,218.16
GLAND,2021-11-29,2021-11-30,3577.46,3286.79,2.0,8.84,,,2021-12-06,3589.18,ma_breach,4,0.04,-110.79,672.07
JBCHEPHARM,2021-11-29,2021-11-30,797.28,735.14,2.0,8.45,,,2021-12-06,761.71,ma_breach,4,-0.572,-17996.56,683.8
CIPLA,2021-11-29,2021-11-30,936.53,846.4,2.0,10.65,,,2021-12-08,858.76,ma_breach,6,-0.863,-24497.28,542.96
LALPATHLAB,2021-11-29,2021-12-01,1849.73,1592.21,2.0,16.17,,,2021-12-09,1791.34,ma_breach,6,-0.227,-6832.9,383.08
3MINDIA,2021-12-06,2021-12-07,24246.96,22225.36,2.0,9.1,,,2021-12-13,23675.63,ma_breach,4,-0.283,-9695.49,628.68
BASF,2021-12-06,2021-12-07,2876.24,2568.26,2.0,11.99,,,2021-12-13,2866.36,ma_breach,4,-0.032,-2581.83,494.49
ADANIPORTS,2021-12-06,2021-12-08,731.23,660.97,2.0,10.63,,,2021-12-22,707.67,ma_breach,10,-0.335,-9794.9,539.03
EIHOTEL,2021-12-13,2021-12-14,131.91,118.75,2.0,11.08,,,2021-12-22,121.93,ma_breach,6,-0.758,-21961.72,512.95
ZEEL,2021-09-20,2021-09-22,289.06,174.46,2.0,65.69,,,2021-12-30,307.37,ma_breach,68,0.16,4110.71,142.25
BALAMINES,2021-12-27,2021-12-28,3194.27,2896.96,2.0,10.26,2022-01-04,3788.893558791447,2022-01-21,3326.48,trail,18,1.222,28906.69,574.41
ALOKINDS,2021-12-13,2021-12-14,24.9,20.88,2.0,19.26,2022-01-17,32.94179961776734,2022-01-25,27.84,trail,30,1.366,35051.57,365.73
ASIANPAINT,2021-12-13,2021-12-14,3143.08,2877.11,2.0,9.24,,,2022-01-25,2877.11,stop,30,-1.0,-27679.94,602.01
AMBER,2021-12-20,2021-12-22,3488.0,3135.96,2.0,11.23,,,2022-01-25,3135.96,stop,24,-1.0,-26893.04,474.75
ABCAPITAL,2021-12-06,2021-12-07,119.15,103.1,2.0,15.57,,,2022-01-28,118.95,ma_breach,37,-0.012,-1038.45,393.35
ALKYLAMINE,2022-01-03,2022-01-04,3706.53,2986.69,2.0,24.1,,,2022-02-01,3287.27,ma_breach,19,-0.582,-16468.52,259.56
ACC,2022-01-31,2022-02-01,2198.67,2024.58,2.0,8.6,,,2022-02-22,2059.92,ma_breach,15,-0.797,-21254.99,618.2
CHOLAHLDNG,2022-01-24,2022-01-25,695.42,632.99,2.0,9.86,,,2022-02-24,632.99,stop,21,-1.0,-27654.32,547.65
SIS,2022-01-24,2022-01-25,510.6,427.85,2.0,19.34,,,2022-02-25,458.66,ma_breach,22,-0.628,-17210.23,301.46
INDIANB,2022-01-31,2022-02-01,137.21,113.59,2.0,20.79,,,2022-03-02,123.31,ma_breach,20,-0.589,-15852.55,278.84
AAVAS,2022-01-31,2022-02-01,2905.0,2322.97,2.0,25.06,,,2022-03-03,2820.85,ma_breach,21,-0.145,-4524.11,248.63
AXISBANK,2022-01-31,2022-02-01,781.44,684.65,2.0,14.14,,,2022-03-04,719.99,ma_breach,22,-0.635,-16749.96,392.06
ABB,2022-02-28,2022-03-02,2105.34,1953.77,2.0,7.76,,,2022-03-08,2057.43,ma_breach,4,-0.316,-8505.59,639.02
BSOFT,2022-03-07,2022-03-08,422.74,370.13,2.0,14.21,,,2022-03-14,427.49,ma_breach,4,0.09,1376.43,364.1
ECLERX,2022-03-07,2022-03-08,767.47,698.8,2.0,9.83,,,2022-03-22,765.74,ma_breach,9,-0.025,-2328.17,503.0
ALLCARGO,2022-03-14,2022-03-15,77.62,68.33,2.0,13.6,,,2022-03-22,77.62,ma_breach,4,-0.0,-1360.93,388.84
APOLLOHOSP,2022-02-28,2022-03-02,4767.61,4242.84,2.0,12.37,,,2022-04-01,4501.92,ma_breach,21,-0.506,-12519.96,410.99
BAJAJFINSV,2022-03-21,2022-03-22,1654.17,1535.22,2.0,7.75,,,2022-04-20,1567.61,ma_breach,19,-0.728,-17686.84,617.02
ABB,2022-04-04,2022-04-05,2130.77,1899.66,2.0,12.17,,,2022-04-28,2058.64,ma_breach,15,-0.312,-8267.95,434.79
BCG,2022-03-21,2022-03-22,77.42,57.82,2.0,33.9,,,2022-04-29,83.32,ma_breach,26,0.301,6206.29,186.84
MHRIL,2022-02-21,2022-02-22,217.0,196.45,2.0,10.46,2022-04-07,258.0933121948242,2022-05-04,236.23,trail,46,1.468,34098.61,554.59
ASAHIINDIA,2022-04-11,2022-04-12,473.09,423.06,2.0,11.83,,,2022-05-09,423.06,stop,16,-1.0,-26096.99,439.88
AMBER,2022-05-02,2022-05-04,3928.0,3438.36,2.0,14.24,,,2022-05-10,3438.36,stop,4,-1.0,-24943.93,356.49
BEL,2022-02-28,2022-03-03,68.97,59.1,2.0,16.69,,,2022-05-12,70.11,ma_breach,46,0.116,2103.12,328.85
TTML,2022-05-09,2022-05-10,146.0,120.48,2.0,21.18,,,2022-05-13,120.48,stop,3,-1.0,-22482.01,230.42
PHOENIXLTD,2022-05-02,2022-05-04,558.29,484.58,2.0,15.21,,,2022-05-17,515.54,ma_breach,9,-0.58,-14952.75,345.22
CHOLAFIN,2022-05-16,2022-05-17,649.71,595.6,2.0,9.09,,,2022-05-23,645.44,ma_breach,4,-0.079,-2591.76,508.51
BANDHANBNK,2022-05-16,2022-05-17,334.07,291.82,2.0,14.48,,,2022-05-24,308.23,ma_breach,5,-0.612,-13576.35,323.01
BRIGADE,2022-05-23,2022-05-24,338.58,302.92,2.0,11.77,,,2022-05-30,328.71,ma_breach,4,-0.277,-7218.32,394.67
RCF,2022-05-23,2022-05-24,94.86,74.89,2.0,26.67,,,2022-05-30,88.34,ma_breach,4,-0.327,-7238.28,193.46
POONAWALLA,2022-05-30,2022-06-01,258.54,213.83,2.0,20.91,,,2022-06-07,254.53,ma_breach,4,-0.09,-2295.81,239.0
JAMNAAUTO,2022-05-16,2022-05-17,104.13,90.39,2.0,15.19,,,2022-06-13,96.05,ma_breach,19,-0.588,-13576.75,309.73
AMBUJACEM,2022-04-18,2022-04-20,367.74,332.13,2.0,10.72,,,2022-06-15,353.69,ma_breach,39,-0.395,-10231.43,480.81
ASTERDM,2022-05-30,2022-05-31,150.9,128.49,2.0,17.44,,,2022-06-16,140.48,ma_breach,12,-0.465,-10690.05,272.22
EICHERMOT,2022-06-13,2022-06-15,2632.42,2501.94,2.0,5.22,,,2022-06-17,2501.94,stop,2,-1.0,-21230.81,780.17
TTML,2022-06-13,2022-06-14,140.5,114.39,2.0,22.83,,,2022-06-20,123.0,ma_breach,4,-0.67,-13760.41,201.73
ABB,2022-05-09,2022-05-10,2249.8,1958.65,2.0,14.86,,,2022-06-21,2146.87,ma_breach,30,-0.354,-8401.37,333.24
ADANIENSOL,2022-06-20,2022-06-21,2150.0,2000.05,2.0,7.5,,,2022-06-27,2162.55,ma_breach,4,0.084,608.81,548.41
ADANIGREEN,2022-06-27,2022-06-28,1909.0,1675.37,2.0,13.94,,,2022-07-04,1979.7,ma_breach,4,0.303,5425.54,331.21
ASAHIINDIA,2022-06-20,2022-06-21,468.4,415.91,2.0,12.62,2022-07-05,573.3863274447264,2022-08-08,542.02,trail,34,1.701,31136.87,372.74
VIPIND,2022-06-20,2022-06-21,596.99,500.11,2.0,19.37,,,2022-08-10,592.54,ma_breach,35,-0.046,-1696.37,234.13
CGPOWER,2022-06-27,2022-06-28,186.6,159.87,2.0,16.72,2022-08-17,240.0696523644852,2022-09-02,216.27,trail,45,1.555,29860.07,308.74
BOSCHLTD,2022-07-04,2022-07-05,14950.24,13423.31,2.0,11.38,,,2022-09-21,16056.65,ma_breach,53,0.725,12977.98,403.26
BANKBARODA,2022-06-27,2022-06-28,88.77,79.4,2.0,11.8,2022-08-02,107.50494926296496,2022-09-26,114.91,trail,61,2.395,46896.26,424.78
AUBANK,2022-08-08,2022-08-10,647.82,585.24,2.0,10.69,,,2022-09-28,585.24,stop,33,-1.0,-22665.98,431.31
RTNINDIA,2022-08-22,2022-08-23,55.45,42.46,2.0,30.6,,,2022-09-29,47.75,ma_breach,26,-0.593,-13566.92,173.68
ASHOKLEY,2022-05-23,2022-05-24,62.33,54.71,2.0,13.93,,,2022-09-30,68.0,ma_breach,90,0.744,15042.5,360.73
ASIANPAINT,2022-09-26,2022-09-28,3313.87,3099.8,2.0,6.91,,,2022-10-04,3197.68,ma_breach,4,-0.543,-12857.27,654.51
BRIGADE,2022-10-03,2022-10-04,388.54,344.88,2.0,12.66,,,2022-10-11,383.89,ma_breach,4,-0.107,-3557.96,373.63
ABCAPITAL,2022-10-03,2022-10-04,112.45,106.54,2.0,5.54,,,2022-10-14,112.1,ma_breach,7,-0.059,-4061.88,802.96
DEVYANI,2022-08-01,2022-08-02,182.4,154.3,2.0,18.21,,,2022-10-18,191.4,ma_breach,51,0.32,6055.91,294.3
TCI,2022-09-19,2022-09-21,760.44,661.52,2.0,14.95,,,2022-10-31,713.9,ma_breach,26,-0.471,-11851.42,337.93
ANGELONE,2022-10-10,2022-10-11,150.07,124.34,2.0,20.7,,,2022-11-14,134.83,ma_breach,22,-0.592,-12888.29,233.04
GRANULES,2022-10-03,2022-10-06,355.27,301.18,2.0,17.96,,,2022-12-02,338.0,ma_breach,39,-0.319,-7279.59,272.55
CANBK,2022-10-17,2022-10-18,42.01,38.65,2.0,8.71,2022-10-25,48.73979722197328,2022-12-23,53.32,trail,46,2.68,55102.18,579.27
NLCINDIA,2022-10-31,2022-11-02,73.1,65.27,2.0,12.0,,,2022-12-28,77.01,ma_breach,39,0.499,9532.8,423.26
NESTLEIND,2022-10-24,2022-10-25,999.39,902.02,2.0,10.8,,,2022-12-29,958.94,ma_breach,45,-0.415,-9889.02,440.36
BLUEDART,2023-01-02,2023-01-03,7721.05,7205.57,2.0,7.15,,,2023-01-12,7205.57,stop,7,-1.0,-25224.43,663.21
AXISBANK,2022-10-17,2022-10-18,818.53,742.29,2.0,10.27,,,2023-01-30,849.65,ma_breach,71,0.408,7724.54,458.33
MCX,2023-01-16,2023-01-18,320.45,280.8,2.0,14.12,,,2023-01-31,298.01,ma_breach,8,-0.566,-13064.95,343.07
RHIM,2022-11-21,2022-11-22,692.17,562.76,2.0,23.0,,,2023-02-01,773.18,ma_breach,50,0.626,12712.7,245.49
EDELWEISS,2023-01-16,2023-01-17,38.01,32.36,2.0,17.47,,,2023-02-02,32.75,ma_breach,11,-0.931,-21568.09,276.98
ASHOKLEY,2023-01-02,2023-01-03,67.73,61.43,2.0,10.24,,,2023-02-27,64.13,ma_breach,38,-0.571,-13941.75,479.91
BANKINDIA,2023-03-06,2023-03-09,71.95,58.68,2.0,22.61,,,2023-03-15,64.03,ma_breach,4,-0.597,-13345.05,222.39
PNBHOUSING,2022-12-19,2022-12-20,427.51,346.0,2.0,23.56,,,2023-03-17,413.26,ma_breach,61,-0.175,-4484.99,239.13
TIINDIA,2023-02-27,2023-02-28,2651.34,2364.46,2.0,12.13,,,2023-03-22,2470.52,ma_breach,15,-0.63,-14402.48,371.15
BAJAJHLDNG,2023-01-30,2023-02-01,5710.31,5320.42,2.0,7.33,,,2023-03-28,5753.62,ma_breach,38,0.111,171.97,618.17
AIAENG,2023-01-30,2023-01-31,2645.59,2387.18,2.0,10.82,,,2023-04-21,2718.64,ma_breach,53,0.283,4316.59,426.63
