entry_date,exit_date,symbol,trade_ret,exit_reason,hold_days,pnl
2018-01-22,2018-02-06,GRAPHITE,-0.212500,atr_stop,10,-32326.17
2018-01-22,2018-02-05,HEG,-0.182000,atr_stop,9,-27578.82
2018-01-22,2018-02-06,HFCL,-0.291200,atr_stop,10,-28.43
2018-01-22,2018-02-06,HSCL,-0.164300,trailing,10,-25173.25
2018-01-22,2018-02-06,JAICORPLTD,-0.231700,atr_stop,10,-21090.11
2018-01-22,2018-02-05,KOLTEPATIL,-0.157400,atr_stop,9,-24354.87
2018-01-22,2018-04-26,SUNTECK,0.004700,time_exit,63,323.05
2018-01-22,2018-02-06,UNOMINDA,-0.187900,atr_stop,10,-29019.15
2018-02-06,2018-02-21,HEG,0.224600,target,10,25632.60
2018-02-06,2018-02-21,KOLTEPATIL,0.113400,trailing,10,13159.72
2018-02-06,2018-04-25,PCJEWELLER,-0.359800,atr_stop,52,-27.45
2018-02-06,2018-02-21,RADICO,0.004800,trailing,10,33.26
2018-02-07,2018-02-22,GRAPHITE,-0.008200,trailing,10,-1261.56
2018-02-07,2018-02-22,HFCL,0.068400,trailing,10,6.73
2018-02-07,2018-02-22,HSCL,-0.006300,trailing,10,-987.48
2018-02-07,2018-02-22,JAICORPLTD,0.014500,trailing,10,946.72
2018-02-07,2018-02-22,UNOMINDA,-0.023100,trailing,10,-3307.44
2018-02-22,2018-03-09,HEG,0.016600,trailing,10,1553.35
2018-02-22,2018-03-09,KOLTEPATIL,-0.041900,trailing,10,-2628.44
2018-02-22,2018-03-09,RADICO,-0.021100,trailing,10,-2803.47
2018-02-22,2018-03-16,VAKRANGEE,0.224600,target,15,40.00
2018-02-23,2018-03-15,GRAPHITE,0.224600,target,13,25506.42
2018-02-23,2018-03-12,HFCL,-0.036400,trailing,10,-1.07
2018-02-23,2018-03-12,HSCL,-0.041900,trailing,10,-5443.02
2018-02-23,2018-05-29,JAICORPLTD,-0.136300,time_exit,63,-8576.84
2018-02-23,2018-03-14,UNOMINDA,0.012900,trailing,12,1368.02
2018-03-12,2018-03-26,HEG,0.224600,target,10,26129.46
2018-03-12,2018-03-26,KOLTEPATIL,-0.088500,trailing,10,-3893.42
2018-03-12,2018-03-28,RADICO,0.014500,trailing,12,1478.27
2018-03-13,2018-03-27,HSCL,0.010800,trailing,10,963.06
2018-03-15,2018-06-14,HFCL,0.222500,target,62,23.48
2018-03-15,2018-06-01,UNOMINDA,0.118900,trailing,53,15603.38
2018-03-16,2018-03-28,DELTACORP,-0.201300,atr_stop,8,-1253.90
2018-03-16,2018-06-01,GRAPHITE,0.098500,trailing,52,12858.63
2018-03-19,2018-05-14,TATACONSUM,-0.062200,trailing,37,-16.39
2018-03-27,2018-05-18,HEG,0.078100,trailing,35,10157.68
2018-03-27,2018-04-30,KOLTEPATIL,0.078200,trailing,22,3642.88
2018-03-28,2018-06-05,HSCL,-0.224400,atr_stop,46,-26724.31
2018-04-02,2018-04-17,MINDACORP,-0.009100,trailing,11,-2.02
2018-04-02,2018-04-19,RADICO,0.222500,target,13,28604.47
2018-04-18,2018-05-03,COFORGE,0.126600,trailing,10,21.21
2018-04-20,2018-05-10,JUBLFOOD,0.009800,trailing,13,141.05
2018-04-20,2018-06-01,RADICO,0.029200,trailing,29,3689.86
2018-04-26,2018-06-28,DELTACORP,-0.232700,atr_stop,44,-59.85
2018-04-27,2018-07-13,BIOCON,-0.105200,atr_stop,54,-14707.25
2018-04-27,2018-05-14,VIPIND,-0.007500,trailing,10,-160.33
2018-05-02,2018-06-20,KOLTEPATIL,-0.193500,atr_stop,35,-10207.96
2018-05-04,2018-05-28,COFORGE,0.022000,trailing,16,3.68
2018-05-11,2018-07-03,SONATSOFTW,-0.164500,atr_stop,37,-3305.42
2018-05-15,2018-05-29,JUBLFOOD,0.054400,trailing,10,818.30
2018-05-21,2018-07-05,HEG,0.052800,trailing,33,6828.95
2018-05-21,2018-06-19,VIPIND,0.073100,trailing,21,594.71
2018-05-29,2018-06-28,COFORGE,-0.008100,trailing,22,-2.07
2018-05-30,2018-06-18,FSL,0.091300,trailing,13,4.98
2018-05-30,2018-07-06,JUBLFOOD,0.040900,trailing,27,2674.75
2018-06-04,2018-07-26,BAJAJELEC,0.095300,trailing,38,13013.79
2018-06-04,2018-06-18,GRAPHITE,-0.014700,trailing,10,-2436.50
2018-06-04,2018-07-16,RADICO,-0.210500,atr_stop,30,-30021.06
2018-06-04,2018-07-11,TITAN,-0.107400,atr_stop,27,-1742.79
2018-06-06,2018-09-05,TECHM,0.110300,time_exit,63,9872.83
2018-06-19,2018-07-04,FSL,-0.176100,atr_stop,11,-459.16
2018-06-19,2018-07-05,GRAPHITE,0.224600,target,12,30279.88
2018-06-20,2018-07-04,VIPIND,-0.044400,trailing,10,-409.87
2018-06-21,2018-07-26,INTELLECT,-0.034100,trailing,25,-7.14
2018-06-21,2018-07-17,MPHASIS,0.081900,trailing,18,3320.65
2018-06-29,2018-08-06,COFORGE,0.224600,target,26,86.33
2018-07-04,2018-08-03,SONATSOFTW,0.109300,trailing,22,1776.78
2018-07-05,2018-07-19,FSL,0.071400,trailing,10,714.96
2018-07-06,2018-07-24,GRAPHITE,0.008400,trailing,12,815.61
2018-07-06,2018-07-24,HEG,0.091900,trailing,12,12566.50
2018-07-06,2018-08-03,VIPIND,0.222500,target,20,6271.55
2018-07-09,2018-07-25,JUBLFOOD,0.014500,trailing,12,861.97
2018-07-12,2018-07-19,JINDALSTEL,-0.173700,atr_stop,5,-191.92
2018-07-12,2018-09-05,LUXIND,-0.125200,atr_stop,37,-1683.76
2018-07-16,2018-09-04,BIOCON,-0.009100,trailing,34,-1425.77
2018-07-17,2018-07-31,RADICO,0.222500,target,10,24426.79
2018-07-18,2018-08-08,MPHASIS,0.010700,trailing,15,360.09
2018-07-20,2018-08-06,FSL,0.009600,trailing,11,89.47
2018-07-25,2018-08-20,GRAPHITE,0.079500,trailing,17,11260.82
2018-07-25,2018-08-13,HEG,0.057900,trailing,13,8137.60
2018-07-26,2018-09-04,JUBLFOOD,0.015700,trailing,26,965.64
2018-07-27,2018-08-10,INTELLECT,0.222500,target,10,32941.79
2018-07-27,2018-09-03,LTTS,0.222500,target,24,603.31
2018-07-27,2018-09-27,TAKE,-0.286200,atr_stop,40,-256.17
2018-08-01,2018-09-03,RADICO,0.066200,trailing,21,8608.28
2018-08-06,2018-08-30,SONATSOFTW,0.048100,trailing,16,2430.80
2018-08-07,2018-09-11,COFORGE,0.006400,trailing,23,50.63
2018-08-07,2018-09-12,FSL,0.035800,trailing,24,1.82
2018-08-09,2018-09-04,VIPIND,0.041600,trailing,16,1739.42
2018-08-13,2018-09-21,MPHASIS,0.025400,trailing,25,3553.34
2018-08-13,2018-08-30,TEAMLEASE,-0.012100,trailing,11,-372.62
2018-08-14,2018-09-27,HEG,-0.170600,atr_stop,28,-27100.75
2018-08-21,2018-09-25,GRAPHITE,-0.178200,atr_stop,22,-28513.92
2018-08-31,2018-09-21,SONATSOFTW,0.105100,trailing,13,8306.14
2018-09-04,2018-09-21,RADICO,-0.170200,atr_stop,11,-25391.37
2018-09-05,2018-09-24,JUBLFOOD,-0.117500,atr_stop,11,-9900.48
2018-09-05,2018-09-21,VIPIND,-0.157000,atr_stop,10,-25436.98
2018-09-06,2018-09-24,INTELLECT,-0.119600,trailing,10,-94.33
2018-09-06,2018-10-08,LTTS,-0.135100,atr_stop,19,-15444.05
2018-09-12,2018-09-27,COFORGE,-0.139200,atr_stop,9,-1897.83
2018-09-14,2018-09-28,FSL,-0.152900,atr_stop,9,-35.83
2018-09-24,2018-10-09,MPHASIS,-0.118300,atr_stop,10,-17493.98
2018-09-24,2018-10-09,RADICO,-0.224500,atr_stop,10,-33150.85
2018-09-24,2018-10-05,SONATSOFTW,-0.190200,atr_stop,8,-12957.43
2018-09-24,2018-09-28,VIPIND,-0.189400,atr_stop,4,-28161.83
2018-09-25,2018-10-25,JUBLFOOD,-0.151100,atr_stop,20,-11252.65
2018-09-26,2018-10-17,GRAPHITE,0.222500,target,14,28323.00
2018-09-26,2018-11-05,INTELLECT,0.040900,trailing,26,17.57
2018-09-28,2018-10-15,COFORGE,-0.030000,trailing,10,-182.96
2018-09-28,2018-10-15,HEG,0.222500,target,10,29889.88
2018-10-01,2018-11-26,FSL,-0.201100,atr_stop,36,-740.03
2018-10-01,2018-10-19,VIPIND,0.043200,trailing,12,4676.81
2018-10-08,2018-10-23,SONATSOFTW,-0.080900,trailing,10,-4530.37
2018-10-09,2018-10-24,LTTS,-0.058300,trailing,10,-5885.55
2018-10-10,2018-11-12,BAJFINANCE,0.083500,trailing,21,32.91
2018-10-10,2018-10-25,MPHASIS,-0.095600,trailing,10,-12560.10
2018-10-10,2018-10-26,RADICO,0.124500,trailing,11,13439.19
2018-10-10,2018-10-12,TCS,-0.087400,atr_stop,2,-154.67
2018-10-15,2018-12-21,TCS,-0.021700,trailing,46,-38.57
2018-10-16,2018-11-01,COFORGE,0.087500,trailing,11,2369.91
2018-10-16,2019-01-17,HEG,-0.155200,time_exit,63,-22594.82
2018-10-19,2018-12-19,GRAPHITE,-0.162800,atr_stop,41,-23278.85
2018-10-19,2019-01-21,INFY,0.095100,time_exit,63,102.37
2018-10-19,2019-01-21,PFIZER,-0.071100,time_exit,63,-1100.14
2018-10-22,2018-11-05,VIPIND,0.026200,trailing,10,2821.46
2018-10-24,2018-11-20,SONATSOFTW,0.091400,trailing,18,4477.67
2018-10-25,2018-11-09,LTTS,0.151800,trailing,10,13520.59
2018-10-26,2018-12-03,JUBLFOOD,0.224600,target,24,10307.13
2018-10-26,2019-01-03,MPHASIS,-0.021800,trailing,46,-3200.69
2018-10-29,2018-11-14,RADICO,0.222500,target,11,27174.09
2018-11-02,2019-02-04,COFORGE,0.092700,time_exit,63,2740.13
2018-11-06,2018-11-21,INTELLECT,-0.048300,trailing,10,-12.27
2018-11-06,2018-12-06,VIPIND,0.117200,trailing,20,14061.77
2018-11-12,2019-02-11,LTTS,-0.086600,time_exit,63,-9247.00
2018-11-13,2019-02-12,TECHM,0.117200,time_exit,63,63.82
2018-11-15,2018-12-06,BAJFINANCE,0.062500,trailing,14,8429.63
2018-11-21,2019-01-22,JSWSTEEL,-0.150700,atr_stop,42,-9978.61
2018-11-22,2018-12-21,INTELLECT,-0.010800,trailing,20,-3.08
2018-11-27,2018-12-11,FSL,0.013900,trailing,10,33.30
2018-12-04,2019-01-28,BATAINDIA,0.031800,trailing,38,1648.10
2018-12-07,2019-01-08,BAJFINANCE,0.037500,trailing,21,4900.68
2018-12-07,2018-12-24,VIPIND,-0.020500,trailing,11,-3250.88
2018-12-12,2019-01-17,FSL,-0.007300,trailing,25,-74.41
2018-12-20,2019-02-18,DIVISLAB,0.048400,trailing,40,5360.52
2018-12-24,2019-01-31,INTELLECT,-0.224500,atr_stop,27,-103.73
2018-12-24,2019-02-18,TCS,0.035000,trailing,38,50.65
2018-12-26,2019-01-25,GRAPHITE,-0.261000,atr_stop,22,-36310.96
2019-01-04,2019-02-14,VIPIND,-0.178900,atr_stop,28,-23219.08
2019-01-09,2019-02-15,BAJFINANCE,0.004900,trailing,26,319.04
2019-01-18,2019-01-24,HEG,-0.164600,atr_stop,4,-22689.97
2019-01-22,2019-02-18,HINDUNILVR,0.002400,trailing,18,-3.50
2019-01-23,2019-05-02,HAVELLS,0.068300,time_exit,63,3595.64
2019-01-25,2019-01-28,HEG,-0.268500,atr_stop,1,-30745.25
2019-01-28,2019-04-05,TORNTPHARM,-0.011400,trailing,45,-1421.90
2019-01-29,2019-03-06,BATAINDIA,0.224600,target,24,27102.08
2019-01-29,2019-02-12,HEG,0.142100,trailing,10,2586.13
2019-01-31,2019-02-15,PRAJIND,0.036400,trailing,10,7.93
2019-02-01,2019-02-14,AARTIIND,-0.136600,atr_stop,8,-53.40
2019-02-05,2019-05-15,COFORGE,-0.034800,time_exit,63,-1239.13
2019-02-12,2019-05-03,LTTS,0.086100,trailing,50,7798.18
2019-02-14,2019-05-03,AUROPHARMA,0.043600,trailing,49,29.34
2019-02-14,2019-05-23,UBL,-0.010400,time_exit,63,-283.16
2019-02-15,2019-04-08,VIPIND,0.091800,trailing,33,9397.92
2019-02-18,2019-04-05,BAJFINANCE,0.224600,target,31,27017.31
2019-02-18,2019-03-07,PRAJIND,0.224600,target,12,3605.49
2019-02-19,2019-03-13,AARTIIND,0.044200,trailing,15,54.28
2019-02-19,2019-05-08,DIVISLAB,0.061600,trailing,49,7147.78
2019-02-19,2019-05-28,HINDUNILVR,0.014400,time_exit,63,199.74
2019-03-05,2019-03-19,BALRAMCHIN,-0.031900,trailing,10,-4.33
2019-03-07,2019-05-06,BATAINDIA,0.020100,trailing,36,2221.99
2019-03-07,2019-04-02,NAUKRI,0.029600,trailing,16,599.38
2019-03-08,2019-05-07,PRAJIND,-0.199100,atr_stop,36,-4035.13
2019-03-14,2019-04-25,AXISBANK,0.000200,trailing,26,-1.76
2019-03-20,2019-04-08,BALRAMCHIN,0.027700,trailing,11,18.18
2019-04-03,2019-04-26,NAUKRI,0.046800,trailing,15,1003.91
2019-04-08,2019-07-08,BAJFINANCE,0.091900,trailing,60,11964.57
2019-04-08,2019-05-09,TORNTPHARM,-0.096400,atr_stop,19,-11315.80
2019-04-09,2019-05-07,BALRAMCHIN,0.071000,trailing,16,7943.17
2019-04-26,2019-06-07,MUTHOOTFIN,0.053500,trailing,27,26.43
2019-04-30,2019-05-31,NAUKRI,0.070900,trailing,22,1631.91
2019-05-03,2019-06-17,AXISBANK,0.030200,trailing,30,1592.40
2019-05-03,2019-07-01,PFC,0.126400,trailing,40,78.65
2019-05-06,2019-05-09,RELIANCE,-0.102100,atr_stop,3,-10622.32
2019-05-07,2019-07-09,BATAINDIA,0.013500,trailing,44,1408.45
2019-05-08,2019-06-06,BALRAMCHIN,0.059000,trailing,20,7360.38
2019-05-08,2019-06-06,PRAJIND,0.222500,target,20,2165.35
2019-05-09,2019-05-27,DIVISLAB,-0.041900,trailing,12,-5703.74
2019-05-09,2019-07-08,WIPRO,-0.086200,atr_stop,41,-11.89
2019-05-10,2019-07-08,HAVELLS,0.014700,trailing,40,776.33
2019-05-10,2019-06-17,RELIANCE,0.012700,trailing,25,1300.08
2019-05-16,2019-05-30,DCMSHRIRAM,0.099600,trailing,10,3117.38
2019-05-24,2019-07-09,RECLTD,-0.049100,trailing,31,-1115.28
2019-05-28,2019-08-05,DIVISLAB,-0.015000,trailing,48,-2147.10
2019-05-29,2019-06-20,UPL,-0.142600,atr_stop,15,-2579.15
2019-05-31,2019-07-24,DCMSHRIRAM,-0.240000,atr_stop,37,-8547.50
2019-06-03,2019-06-18,NAUKRI,0.023300,trailing,10,523.75
2019-06-07,2019-07-18,BALRAMCHIN,-0.025200,trailing,29,-3821.54
2019-06-07,2019-07-11,PRAJIND,-0.169700,atr_stop,24,-2216.47
2019-06-18,2019-09-19,MUTHOOTFIN,-0.064100,time_exit,63,-8980.91
2019-06-18,2019-07-08,SRF,0.001600,trailing,14,-53.27
2019-06-19,2019-07-12,NAUKRI,0.034500,trailing,17,818.51
2019-06-21,2019-07-12,UPL,0.069100,stale,15,1019.90
2019-07-02,2019-07-16,PFC,-0.019300,trailing,10,-19.86
2019-07-09,2019-07-11,INDIGO,-0.141400,atr_stop,2,-18957.57
2019-07-09,2019-10-14,SRF,-0.088200,time_exit,63,-12193.46
2019-07-10,2019-09-23,BATAINDIA,0.224600,target,49,4292.57
2019-07-10,2019-07-24,RECLTD,0.025900,trailing,10,3071.14
2019-07-12,2019-07-26,PRAJIND,-0.123200,trailing,10,-15580.98
2019-07-15,2019-07-29,INDIGO,0.224600,target,10,9469.77
2019-07-17,2019-07-29,PFC,-0.127800,atr_stop,8,-140.68
2019-07-19,2019-08-08,BALRAMCHIN,-0.194800,atr_stop,14,-25822.26
2019-07-19,2019-07-30,MANAPPURAM,-0.168400,atr_stop,7,-19.75
2019-07-19,2019-09-12,NAUKRI,-0.166300,atr_stop,35,-441.06
2019-07-25,2019-08-08,DCMSHRIRAM,-0.104000,trailing,10,-3459.41
2019-07-25,2019-09-16,RECLTD,-0.005500,trailing,33,-1045.67
2019-07-29,2019-09-19,PRAJIND,0.049000,trailing,34,5039.79
2019-07-30,2019-10-07,INDIGO,0.139300,trailing,44,7083.59
2019-07-30,2019-10-10,PFC,-0.165800,atr_stop,46,-207.54
2019-07-31,2019-08-22,MANAPPURAM,0.083700,trailing,14,7.77
2019-08-06,2019-08-29,PIIND,0.015600,trailing,15,1561.05
2019-08-09,2019-08-28,BALRAMCHIN,0.054800,trailing,11,5631.36
2019-08-09,2019-09-19,DCMSHRIRAM,0.007400,trailing,25,124.12
2019-08-23,2019-09-27,MANAPPURAM,0.224600,target,23,68.49
2019-08-29,2019-09-20,BALRAMCHIN,0.222500,target,14,24975.36
2019-08-30,2019-10-01,PIIND,0.139000,trailing,20,16506.36
2019-09-13,2019-09-30,GODREJPROP,0.090900,trailing,11,167.59
2019-09-13,2019-10-04,NAUKRI,0.224600,target,14,81.53
2019-09-17,2019-10-04,JUSTDIAL,-0.166000,atr_stop,12,-21510.60
2019-09-17,2019-12-19,RECLTD,-0.045000,time_exit,63,-18.36
2019-09-20,2019-10-14,BAJFINANCE,0.146000,trailing,14,19076.39
2019-09-20,2019-10-14,MUTHOOTFIN,0.126300,trailing,14,16254.85
2019-09-20,2019-10-07,NAM-INDIA,0.222500,target,10,168.43
2019-09-23,2019-10-09,BALRAMCHIN,-0.046400,trailing,10,-6794.06
2019-09-24,2019-12-27,BATAINDIA,-0.017400,time_exit,63,-457.51
2019-09-24,2019-11-08,TRENT,-0.001800,trailing,30,-2.25
2019-09-30,2019-11-13,MANAPPURAM,0.138700,trailing,28,86.21
2019-10-01,2019-11-20,GODREJPROP,-0.170200,atr_stop,32,-357.26
2019-10-03,2019-10-18,PIIND,0.010300,trailing,10,1043.26
2019-10-07,2019-10-29,JUSTDIAL,-0.016400,trailing,14,-2049.18
2019-10-09,2019-10-25,INDIGO,-0.185400,atr_stop,11,-11137.89
2019-10-09,2019-10-24,NAM-INDIA,0.224600,target,10,153.42
2019-10-10,2019-10-25,BALRAMCHIN,-0.004400,trailing,10,-921.17
2019-10-11,2019-11-05,NAUKRI,0.090100,trailing,16,78.11
2019-10-15,2019-12-02,BAJFINANCE,0.013200,trailing,32,1405.05
2019-10-15,2019-11-04,HDFCLIFE,0.020100,trailing,13,2319.31
2019-10-15,2019-11-08,MUTHOOTFIN,0.036900,trailing,17,4531.35
2019-10-15,2019-11-08,SRF,0.224600,target,17,5581.95
2019-10-22,2020-01-02,PIIND,0.114900,trailing,50,15319.31
2019-10-25,2019-11-08,NAM-INDIA,-0.007400,trailing,10,-15.84
2019-10-27,2019-11-11,BALRAMCHIN,-0.032200,trailing,10,-1491.85
2019-10-27,2019-11-18,INDIGO,-0.005700,trailing,14,-1134.40
2019-10-30,2019-11-19,CREDITACC,0.222500,target,13,23164.36
2019-11-05,2020-01-16,HDFCLIFE,0.018300,trailing,50,2106.87
2019-11-06,2019-11-22,SIEMENS,-0.114200,atr_stop,11,-111.27
2019-11-11,2019-11-29,NAM-INDIA,0.120700,trailing,13,16084.27
2019-11-11,2020-01-27,TRENT,0.107300,trailing,53,3538.41
2019-11-13,2019-11-27,BPCL,-0.016700,trailing,10,-12.74
2019-11-13,2019-11-29,LALPATHLAB,0.058600,trailing,12,2285.74
2019-11-14,2019-11-28,MANAPPURAM,-0.025000,trailing,10,-19.92
2019-11-19,2020-02-17,INDIGO,-0.003900,time_exit,63,-867.79
2019-11-19,2020-02-13,NAUKRI,0.050800,trailing,61,25.66
2019-11-20,2020-01-30,CREDITACC,-0.005300,trailing,50,-1016.75
2019-11-21,2020-01-06,BERGEPAINT,0.008700,trailing,31,11.91
2019-11-25,2020-01-28,SIEMENS,0.007600,trailing,45,4.20
2019-11-28,2020-02-27,BPCL,-0.124200,time_exit,63,-82.29
2019-11-29,2020-02-04,MANAPPURAM,0.081700,trailing,46,55.99
2019-12-02,2019-12-16,LALPATHLAB,-0.082700,trailing,10,-4621.83
2019-12-02,2020-02-17,NAM-INDIA,0.060500,trailing,54,8153.80
2019-12-03,2020-01-06,BAJFINANCE,0.013400,trailing,23,1443.65
2019-12-17,2020-01-22,LALPATHLAB,0.087400,trailing,25,4195.27
2019-12-30,2020-02-03,ICICIPRULI,-0.090000,atr_stop,25,-179.31
2019-12-30,2020-02-10,WHIRLPOOL,-0.008800,trailing,30,-239.76
2020-01-03,2020-02-27,PIIND,0.055600,trailing,38,7361.39
2020-01-07,2020-01-22,BERGEPAINT,0.096300,trailing,11,12891.26
2020-01-07,2020-01-30,GUJGASLTD,0.116200,trailing,17,1422.14
2020-01-17,2020-02-28,HDFCLIFE,-0.105300,atr_stop,29,-14714.84
2020-01-23,2020-03-02,BERGEPAINT,0.032800,trailing,26,4338.25
2020-01-23,2020-02-28,TATACONSUM,-0.101800,atr_stop,25,-6314.77
2020-01-28,2020-02-27,JKCEMENT,0.010300,trailing,21,279.56
2020-01-29,2020-03-13,LALPATHLAB,-0.136900,atr_stop,30,-236.01
2020-01-31,2020-02-20,CREDITACC,0.222500,target,14,31127.53
2020-02-04,2020-02-18,GUJGASLTD,-0.000500,trailing,10,-5.15
2020-02-04,2020-03-09,RITES,-0.133900,atr_stop,23,-16.07
2020-02-05,2020-03-06,MANAPPURAM,-0.147000,atr_stop,21,-116.29
2020-02-11,2020-03-12,WHIRLPOOL,-0.167100,atr_stop,20,-3217.77
2020-02-14,2020-03-02,TRENT,-0.010900,trailing,10,-29.64
2020-02-18,2020-03-09,IGL,-0.104400,atr_stop,13,-14364.92
2020-02-18,2020-03-04,NAM-INDIA,0.044700,trailing,10,6238.71
2020-02-19,2020-03-17,GUJGASLTD,-0.136700,atr_stop,17,-229.92
2020-02-24,2020-02-28,CREDITACC,-0.148100,atr_stop,4,-22966.83
2020-02-28,2020-03-12,AUBANK,-0.191000,atr_stop,8,-28034.21
2020-02-28,2020-03-12,JKCEMENT,-0.184200,atr_stop,8,-10984.18
2020-03-02,2020-03-16,CREDITACC,-0.209000,atr_stop,9,-30115.93
2020-03-02,2020-03-12,HDFCLIFE,-0.148800,atr_stop,7,-82.39
2020-03-02,2020-03-12,SRF,-0.158000,atr_stop,7,-3018.44
2020-03-02,2020-03-12,TATACONSUM,-0.136500,atr_stop,7,-20003.36
2020-03-03,2020-03-12,BERGEPAINT,-0.152500,atr_stop,6,-22493.00
2020-03-03,2020-03-12,TRENT,-0.188300,atr_stop,6,-975.37
2020-03-05,2020-03-09,NAM-INDIA,-0.253700,atr_stop,2,-36717.36
2020-03-09,2020-03-12,PIIND,-0.133200,atr_stop,2,-1448.96
2020-03-11,2020-03-24,NAM-INDIA,-0.275700,atr_stop,9,-30427.61
2020-03-11,2020-03-19,RITES,-0.158200,atr_stop,6,-19065.51
2020-03-13,2020-03-18,AUBANK,-0.245000,atr_stop,3,-24284.77
2020-03-13,2020-04-03,BERGEPAINT,0.016300,trailing,14,1694.31
2020-03-13,2020-03-27,IGL,0.021400,trailing,10,2.93
2020-03-13,2020-03-23,TATACONSUM,-0.172800,atr_stop,6,-21752.80
2020-03-13,2020-03-23,TRENT,-0.241400,atr_stop,6,-27043.27
2020-03-16,2020-03-23,JKCEMENT,-0.241800,atr_stop,5,-279.90
2020-03-17,2020-03-23,CREDITACC,-0.324400,atr_stop,4,-24643.09
2020-03-17,2020-05-21,LALPATHLAB,0.015100,trailing,42,17.71
2020-03-17,2020-03-24,WHIRLPOOL,-0.175200,atr_stop,5,-6332.36
2020-03-18,2020-04-21,GUJGASLTD,-0.003800,trailing,20,-9.24
2020-03-19,2020-04-03,AUBANK,-0.245200,trailing,10,-13428.80
2020-03-19,2020-04-03,HDFCLIFE,0.094800,trailing,10,34.84
2020-03-19,2020-04-03,SRF,-0.031000,trailing,10,-651.96
2020-03-20,2020-04-08,DMART,0.224600,target,11,1191.10
